Tile,Animal,Genotype,Layer,Stub,Section ID,Area_um_sq,Major Length um,Minor Length um,Feret diam um,Aspect Ratio,Perimeter um,Count,Total_mito_Area_um_sq
MCC282-A_stub1_Proximal_Tile_015-012.tif,MCC282,MCC Cre +,Proximal,Stub 1,MCC282_Stub 1,0.11,0.49,0.28,0.49,1.85,1.46,18,1.93
MCC282-A_stub1_Proximal_Tile_016-006.tif,MCC282,MCC Cre +,Proximal,Stub 1,MCC282_Stub 1,0.09,0.55,0.23,0.54,2.48,1.51,10,0.95
MCC282-A_stub1_Proximal_Tile_016-014.tif,MCC282,MCC Cre +,Proximal,Stub 1,MCC282_Stub 1,0.1,0.5,0.23,0.5,2.15,1.43,20,1.93
MCC282-A_stub1_Proximal_Tile_017-008.tif,MCC282,MCC Cre +,Proximal,Stub 1,MCC282_Stub 1,0.13,0.57,0.29,0.56,2.07,1.69,15,1.91
MCC282-A_stub1_Proximal_Tile_018-002.tif,MCC282,MCC Cre +,Proximal,Stub 1,MCC282_Stub 1,0.16,0.77,0.25,0.77,2.94,2.13,15,2.46
MCC282-A_stub1_Proximal_Tile_018-010.tif,MCC282,MCC Cre +,Proximal,Stub 1,MCC282_Stub 1,0.11,0.52,0.25,0.53,2.06,1.52,14,1.5
MCC282-A_stub1_Proximal_Tile_019-004.tif,MCC282,MCC Cre +,Proximal,Stub 1,MCC282_Stub 1,0.11,0.47,0.28,0.48,1.76,1.45,21,2.24
MCC282-A_stub1_Proximal_Tile_019-012.tif,MCC282,MCC Cre +,Proximal,Stub 1,MCC282_Stub 1,0.14,0.64,0.27,0.64,2.37,1.81,11,1.55
MCC282-A_stub1_Proximal_Tile_020-006.tif,MCC282,MCC Cre +,Proximal,Stub 1,MCC282_Stub 1,0.15,0.71,0.28,0.7,2.7,1.96,13,1.9
MCC282-A_stub1_Proximal_Tile_020-014.tif,MCC282,MCC Cre +,Proximal,Stub 1,MCC282_Stub 1,0.13,0.6,0.28,0.59,2.13,1.74,21,2.8
MCC282-A_stub2dot_data_Basal_Tile_001-008.tif,MCC282,MCC Cre +,Basal,Stub 2 dot data,MCC282_Stub 2 dot data,0.16,0.64,0.3,0.64,2.08,1.87,7,1.09
MCC282-A_stub2dot_data_Basal_Tile_002-002.tif,MCC282,MCC Cre +,Basal,Stub 2 dot data,MCC282_Stub 2 dot data,0.12,0.53,0.28,0.53,1.91,1.57,11,1.32
MCC282-A_stub2dot_data_Basal_Tile_002-010.tif,MCC282,MCC Cre +,Basal,Stub 2 dot data,MCC282_Stub 2 dot data,0.14,0.58,0.3,0.59,1.94,1.72,18,2.47
MCC282-A_stub2dot_data_Basal_Tile_003-004.tif,MCC282,MCC Cre +,Basal,Stub 2 dot data,MCC282_Stub 2 dot data,0.12,0.49,0.28,0.5,2.01,1.48,13,1.6
MCC282-A_stub2dot_data_Basal_Tile_004-006.tif,MCC282,MCC Cre +,Basal,Stub 2 dot data,MCC282_Stub 2 dot data,0.15,0.55,0.3,0.56,1.9,1.64,14,2.03
MCC282-A_stub2dot_data_Basal_Tile_005-008.tif,MCC282,MCC Cre +,Basal,Stub 2 dot data,MCC282_Stub 2 dot data,0.13,0.62,0.27,0.61,2.48,1.73,19,2.46
MCC282-A_stub2dot_data_Basal_Tile_006-002.tif,MCC282,MCC Cre +,Basal,Stub 2 dot data,MCC282_Stub 2 dot data,0.15,0.6,0.31,0.6,2.02,1.78,22,3.26
MCC282-A_stub2dot_data_Basal_Tile_006-010.tif,MCC282,MCC Cre +,Basal,Stub 2 dot data,MCC282_Stub 2 dot data,0.2,0.8,0.29,0.78,2.63,2.19,24,4.89
MCC282-A_stub2dot_data_Basal_Tile_007-012.tif,MCC282,MCC Cre +,Basal,Stub 2 dot data,MCC282_Stub 2 dot data,0.3,1.18,0.35,1.16,3.52,3.05,11,3.27
MCC282-A_stub2dot_data_Basal_Tile_008-006.tif,MCC282,MCC Cre +,Basal,Stub 2 dot data,MCC282_Stub 2 dot data,0.11,0.44,0.27,0.45,1.64,1.37,16,1.68
MCC282-A_stub2dot_data_Basal_Tile_008-014.tif,MCC282,MCC Cre +,Basal,Stub 2 dot data,MCC282_Stub 2 dot data,0.09,0.42,0.26,0.43,1.73,1.31,15,1.39
MCC282-A_stub2dot_data_Basal_Tile_009-008.tif,MCC282,MCC Cre +,Basal,Stub 2 dot data,MCC282_Stub 2 dot data,0.16,0.64,0.3,0.64,2.11,1.83,15,2.45
MCC282-A_stub2dot_data_Basal_Tile_010-002.tif,MCC282,MCC Cre +,Basal,Stub 2 dot data,MCC282_Stub 2 dot data,0.16,0.7,0.29,0.69,2.46,1.94,26,4.05
MCC282-A_stub2dot_data_Basal_Tile_010-010.tif,MCC282,MCC Cre +,Basal,Stub 2 dot data,MCC282_Stub 2 dot data,0.14,0.58,0.29,0.59,2.08,1.69,12,1.68
MCC282-A_stub2dot_data_Basal_Tile_011-004.tif,MCC282,MCC Cre +,Basal,Stub 2 dot data,MCC282_Stub 2 dot data,0.14,0.61,0.3,0.61,2.09,1.77,18,2.59
MCC282-A_stub2dot_data_Basal_Tile_011-012.tif,MCC282,MCC Cre +,Basal,Stub 2 dot data,MCC282_Stub 2 dot data,0.11,0.54,0.26,0.54,2.17,1.56,24,2.74
MCC282-A_stub2dot_data_Basal_Tile_012-006.tif,MCC282,MCC Cre +,Basal,Stub 2 dot data,MCC282_Stub 2 dot data,0.16,0.71,0.29,0.7,2.41,1.95,25,4.09
MCC282-A_stub2dot_data_Basal_Tile_012-014.tif,MCC282,MCC Cre +,Basal,Stub 2 dot data,MCC282_Stub 2 dot data,0.12,0.56,0.27,0.56,2.0,1.62,21,2.6
MCC282-A_stub2dot_data_Basal_Tile_013-008.tif,MCC282,MCC Cre +,Basal,Stub 2 dot data,MCC282_Stub 2 dot data,0.19,0.78,0.33,0.73,2.37,2.13,14,2.73
MCC282-A_stub2dot_data_Basal_Tile_014-002.tif,MCC282,MCC Cre +,Basal,Stub 2 dot data,MCC282_Stub 2 dot data,0.16,0.64,0.32,0.62,1.91,1.95,19,2.98
MCC282-A_stub2dot_data_Basal_Tile_014-010.tif,MCC282,MCC Cre +,Basal,Stub 2 dot data,MCC282_Stub 2 dot data,0.14,0.57,0.29,0.58,2.0,1.68,25,3.51
MCC282-A_stub2dot_data_Basal_Tile_015-004.tif,MCC282,MCC Cre +,Basal,Stub 2 dot data,MCC282_Stub 2 dot data,0.1,0.45,0.27,0.46,1.65,1.41,24,2.42
MCC282-A_stub2dot_data_Distal_Tile_001-008.tif,MCC282,MCC Cre +,Distal,Stub 2 dot data,MCC282_Stub 2 dot data,0.14,0.61,0.28,0.6,2.14,1.75,27,3.8
MCC282-A_stub2dot_data_Distal_Tile_002-002.tif,MCC282,MCC Cre +,Distal,Stub 2 dot data,MCC282_Stub 2 dot data,0.17,0.83,0.26,0.81,3.27,2.22,22,3.65
MCC282-A_stub2dot_data_Distal_Tile_002-010.tif,MCC282,MCC Cre +,Distal,Stub 2 dot data,MCC282_Stub 2 dot data,0.13,0.62,0.27,0.62,2.35,1.77,25,3.32
MCC282-A_stub2dot_data_Distal_Tile_003-004.tif,MCC282,MCC Cre +,Distal,Stub 2 dot data,MCC282_Stub 2 dot data,0.09,0.45,0.24,0.45,1.87,1.34,30,2.62
MCC282-A_stub2dot_data_Distal_Tile_003-012.tif,MCC282,MCC Cre +,Distal,Stub 2 dot data,MCC282_Stub 2 dot data,0.13,0.59,0.29,0.59,2.01,1.78,24,3.24
MCC282-A_stub2dot_data_Distal_Tile_004-006.tif,MCC282,MCC Cre +,Distal,Stub 2 dot data,MCC282_Stub 2 dot data,0.16,0.75,0.27,0.73,2.92,2.06,31,4.9
MCC282-A_stub2dot_data_Distal_Tile_004-014.tif,MCC282,MCC Cre +,Distal,Stub 2 dot data,MCC282_Stub 2 dot data,0.15,0.68,0.27,0.67,2.5,1.88,24,3.53
MCC282-A_stub2dot_data_Distal_Tile_005-008.tif,MCC282,MCC Cre +,Distal,Stub 2 dot data,MCC282_Stub 2 dot data,0.14,0.61,0.27,0.61,2.31,1.74,23,3.11
MCC282-A_stub2dot_data_Distal_Tile_006-002.tif,MCC282,MCC Cre +,Distal,Stub 2 dot data,MCC282_Stub 2 dot data,0.1,0.52,0.25,0.51,2.23,1.47,24,2.34
MCC282-A_stub2dot_data_Distal_Tile_006-010.tif,MCC282,MCC Cre +,Distal,Stub 2 dot data,MCC282_Stub 2 dot data,0.17,0.69,0.3,0.68,2.25,1.97,33,5.63
MCC282-A_stub2dot_data_Distal_Tile_007-012.tif,MCC282,MCC Cre +,Distal,Stub 2 dot data,MCC282_Stub 2 dot data,0.14,0.69,0.28,0.68,2.48,1.9,26,3.75
MCC282-A_stub2dot_data_Distal_Tile_008-006.tif,MCC282,MCC Cre +,Distal,Stub 2 dot data,MCC282_Stub 2 dot data,0.1,0.54,0.25,0.53,2.21,1.54,32,3.31
MCC282-A_stub2dot_data_Distal_Tile_008-014.tif,MCC282,MCC Cre +,Distal,Stub 2 dot data,MCC282_Stub 2 dot data,0.17,0.77,0.3,0.73,2.64,2.12,27,4.48
MCC282-A_stub2dot_data_Distal_Tile_009-008.tif,MCC282,MCC Cre +,Distal,Stub 2 dot data,MCC282_Stub 2 dot data,0.16,0.68,0.3,0.68,2.28,1.93,28,4.45
MCC282-A_stub2dot_data_Distal_Tile_010-002.tif,MCC282,MCC Cre +,Distal,Stub 2 dot data,MCC282_Stub 2 dot data,0.18,0.86,0.27,0.84,3.16,2.25,27,4.86
MCC282-A_stub2dot_data_Distal_Tile_010-010.tif,MCC282,MCC Cre +,Distal,Stub 2 dot data,MCC282_Stub 2 dot data,0.17,0.69,0.3,0.68,2.25,1.97,28,4.8
MCC282-A_stub2dot_data_Distal_Tile_011-004.tif,MCC282,MCC Cre +,Distal,Stub 2 dot data,MCC282_Stub 2 dot data,0.14,0.71,0.27,0.68,2.63,1.84,31,4.44
MCC282-A_stub2dot_data_Distal_Tile_011-012.tif,MCC282,MCC Cre +,Distal,Stub 2 dot data,MCC282_Stub 2 dot data,0.18,0.75,0.28,0.75,2.62,2.11,23,4.05
MCC282-A_stub2dot_data_Distal_Tile_012-006.tif,MCC282,MCC Cre +,Distal,Stub 2 dot data,MCC282_Stub 2 dot data,0.21,0.84,0.31,0.82,2.64,2.42,33,6.91
MCC282-A_stub2dot_data_Distal_Tile_013-008.tif,MCC282,MCC Cre +,Distal,Stub 2 dot data,MCC282_Stub 2 dot data,0.24,1.05,0.29,0.99,3.54,2.69,25,6.08
MCC282-A_stub2dot_data_Distal_Tile_014-002.tif,MCC282,MCC Cre +,Distal,Stub 2 dot data,MCC282_Stub 2 dot data,0.16,0.65,0.31,0.64,2.07,1.91,31,4.84
MCC282-A_stub2dot_data_Distal_Tile_014-010.tif,MCC282,MCC Cre +,Distal,Stub 2 dot data,MCC282_Stub 2 dot data,0.13,0.61,0.27,0.61,2.19,1.73,28,3.66
MCC282-A_stub2dot_data_Distal_Tile_015-012.tif,MCC282,MCC Cre +,Distal,Stub 2 dot data,MCC282_Stub 2 dot data,0.19,0.77,0.3,0.75,2.44,2.12,29,5.52
MCC282-A_stub2dot_data_Distal_Tile_016-006.tif,MCC282,MCC Cre +,Distal,Stub 2 dot data,MCC282_Stub 2 dot data,0.2,0.88,0.3,0.86,3.04,2.36,26,5.27
MCC282-A_stub2dot_data_Distal_Tile_016-014.tif,MCC282,MCC Cre +,Distal,Stub 2 dot data,MCC282_Stub 2 dot data,0.2,0.85,0.3,0.81,2.75,2.3,30,5.94
MCC282-A_stub2dot_data_Distal_Tile_017-008.tif,MCC282,MCC Cre +,Distal,Stub 2 dot data,MCC282_Stub 2 dot data,0.16,0.69,0.27,0.67,2.36,1.89,35,5.69
MCC282-A_stub2dot_data_Distal_Tile_018-002.tif,MCC282,MCC Cre +,Distal,Stub 2 dot data,MCC282_Stub 2 dot data,0.15,0.69,0.28,0.68,2.5,1.93,30,4.45
MCC282-A_stub2dot_data_Distal_Tile_019-004.tif,MCC282,MCC Cre +,Distal,Stub 2 dot data,MCC282_Stub 2 dot data,0.18,0.78,0.29,0.75,2.61,2.11,25,4.55
MCC282-A_stub2dot_data_Distal_Tile_019-012.tif,MCC282,MCC Cre +,Distal,Stub 2 dot data,MCC282_Stub 2 dot data,0.16,0.72,0.28,0.72,2.56,1.95,25,3.99
MCC282-A_stub2dot_data_Distal_Tile_020-006.tif,MCC282,MCC Cre +,Distal,Stub 2 dot data,MCC282_Stub 2 dot data,0.19,0.79,0.32,0.78,2.55,2.33,28,5.45
MCC282-A_stub2dot_data_Distal_Tile_020-014.tif,MCC282,MCC Cre +,Distal,Stub 2 dot data,MCC282_Stub 2 dot data,0.19,0.8,0.3,0.77,2.61,2.16,38,7.07
MCC282-A_stub2dot_data_Proximal_Tile_001-008.tif,MCC282,MCC Cre +,Proximal,Stub 2 dot data,MCC282_Stub 2 dot data,0.1,0.49,0.25,0.49,1.96,1.45,22,2.14
MCC282-A_stub2dot_data_Proximal_Tile_002-002.tif,MCC282,MCC Cre +,Proximal,Stub 2 dot data,MCC282_Stub 2 dot data,0.1,0.53,0.24,0.53,2.29,1.5,25,2.51
MCC282-A_stub2dot_data_Proximal_Tile_002-010.tif,MCC282,MCC Cre +,Proximal,Stub 2 dot data,MCC282_Stub 2 dot data,0.09,0.48,0.24,0.48,2.03,1.42,19,1.74
MCC282-A_stub2dot_data_Proximal_Tile_003-004.tif,MCC282,MCC Cre +,Proximal,Stub 2 dot data,MCC282_Stub 2 dot data,0.08,0.45,0.24,0.45,1.9,1.34,17,1.44
MCC282-A_stub2dot_data_Proximal_Tile_003-012.tif,MCC282,MCC Cre +,Proximal,Stub 2 dot data,MCC282_Stub 2 dot data,0.08,0.41,0.25,0.41,1.7,1.27,23,1.85
MCC282-A_stub2dot_data_Proximal_Tile_004-006.tif,MCC282,MCC Cre +,Proximal,Stub 2 dot data,MCC282_Stub 2 dot data,0.11,0.54,0.25,0.54,2.14,1.56,23,2.56
MCC282-A_stub2dot_data_Proximal_Tile_004-014.tif,MCC282,MCC Cre +,Proximal,Stub 2 dot data,MCC282_Stub 2 dot data,0.1,0.5,0.25,0.5,2.04,1.44,27,2.62
MCC282-A_stub2dot_data_Proximal_Tile_005-008.tif,MCC282,MCC Cre +,Proximal,Stub 2 dot data,MCC282_Stub 2 dot data,0.11,0.53,0.26,0.53,2.04,1.56,17,1.9
MCC282-A_stub2dot_data_Proximal_Tile_006-002.tif,MCC282,MCC Cre +,Proximal,Stub 2 dot data,MCC282_Stub 2 dot data,0.12,0.6,0.25,0.6,2.47,1.68,20,2.37
MCC282-A_stub2dot_data_Proximal_Tile_006-010.tif,MCC282,MCC Cre +,Proximal,Stub 2 dot data,MCC282_Stub 2 dot data,0.1,0.5,0.25,0.49,2.13,1.44,14,1.45
MCC282-A_stub2dot_data_Proximal_Tile_007-004.tif,MCC282,MCC Cre +,Proximal,Stub 2 dot data,MCC282_Stub 2 dot data,0.14,0.66,0.26,0.65,2.44,1.84,13,1.82
MCC282-A_stub2dot_data_Proximal_Tile_007-012.tif,MCC282,MCC Cre +,Proximal,Stub 2 dot data,MCC282_Stub 2 dot data,0.11,0.61,0.23,0.6,2.6,1.67,13,1.45
MCC282-A_stub2dot_data_Proximal_Tile_008-006.tif,MCC282,MCC Cre +,Proximal,Stub 2 dot data,MCC282_Stub 2 dot data,0.11,0.59,0.25,0.58,2.36,1.67,20,2.24
MCC282-A_stub2dot_data_Proximal_Tile_008-014.tif,MCC282,MCC Cre +,Proximal,Stub 2 dot data,MCC282_Stub 2 dot data,0.14,0.67,0.27,0.66,2.6,1.87,19,2.63
MCC282-A_stub2dot_data_Proximal_Tile_009-008.tif,MCC282,MCC Cre +,Proximal,Stub 2 dot data,MCC282_Stub 2 dot data,0.11,0.52,0.24,0.52,2.06,1.5,22,2.37
MCC282-A_stub2dot_data_Proximal_Tile_010-002.tif,MCC282,MCC Cre +,Proximal,Stub 2 dot data,MCC282_Stub 2 dot data,0.16,0.83,0.28,0.77,2.86,2.18,17,2.68
MCC282-A_stub2dot_data_Proximal_Tile_010-010.tif,MCC282,MCC Cre +,Proximal,Stub 2 dot data,MCC282_Stub 2 dot data,0.1,0.44,0.26,0.45,1.69,1.33,17,1.62
MCC282-A_stub2dot_data_Proximal_Tile_011-012.tif,MCC282,MCC Cre +,Proximal,Stub 2 dot data,MCC282_Stub 2 dot data,0.1,0.51,0.26,0.52,2.14,1.48,17,1.72
MCC282-A_stub2dot_data_Proximal_Tile_012-006.tif,MCC282,MCC Cre +,Proximal,Stub 2 dot data,MCC282_Stub 2 dot data,0.14,0.62,0.28,0.61,2.28,1.77,18,2.5
MCC282-A_stub2dot_data_Proximal_Tile_012-014.tif,MCC282,MCC Cre +,Proximal,Stub 2 dot data,MCC282_Stub 2 dot data,0.12,0.61,0.24,0.6,2.49,1.67,16,1.88
MCC282-A_stub2dot_data_Proximal_Tile_013-008.tif,MCC282,MCC Cre +,Proximal,Stub 2 dot data,MCC282_Stub 2 dot data,0.1,0.53,0.23,0.53,2.25,1.47,15,1.44
MCC282-A_stub2dot_data_Proximal_Tile_014-002.tif,MCC282,MCC Cre +,Proximal,Stub 2 dot data,MCC282_Stub 2 dot data,0.18,0.95,0.26,0.89,3.51,2.34,18,3.27
MCC282-A_stub2dot_data_Proximal_Tile_015-004.tif,MCC282,MCC Cre +,Proximal,Stub 2 dot data,MCC282_Stub 2 dot data,0.16,0.71,0.28,0.7,2.61,1.97,16,2.5
MCC282-A_stub2dot_data_Proximal_Tile_015-012.tif,MCC282,MCC Cre +,Proximal,Stub 2 dot data,MCC282_Stub 2 dot data,0.11,0.59,0.23,0.59,2.56,1.63,16,1.75
MCC282-A_stub2dot_data_Proximal_Tile_016-006.tif,MCC282,MCC Cre +,Proximal,Stub 2 dot data,MCC282_Stub 2 dot data,0.14,0.62,0.27,0.62,2.18,1.79,14,1.93
MCC282-A_stub2dot_data_Proximal_Tile_017-008.tif,MCC282,MCC Cre +,Proximal,Stub 2 dot data,MCC282_Stub 2 dot data,0.09,0.48,0.24,0.48,2.14,1.38,8,0.72
MCC282-A_stub2dot_data_Proximal_Tile_018-002.tif,MCC282,MCC Cre +,Proximal,Stub 2 dot data,MCC282_Stub 2 dot data,0.12,0.57,0.25,0.57,2.2,1.63,28,3.31
MCC282-A_stub2dot_data_Proximal_Tile_018-010.tif,MCC282,MCC Cre +,Proximal,Stub 2 dot data,MCC282_Stub 2 dot data,0.15,0.75,0.26,0.72,2.62,2.03,16,2.46
MCC282-A_stub2dot_data_Proximal_Tile_019-004.tif,MCC282,MCC Cre +,Proximal,Stub 2 dot data,MCC282_Stub 2 dot data,0.1,0.5,0.26,0.5,2.07,1.49,9,0.87
MCC282-A_stub2dot_data_Proximal_Tile_019-012.tif,MCC282,MCC Cre +,Proximal,Stub 2 dot data,MCC282_Stub 2 dot data,0.14,0.65,0.28,0.64,2.39,1.86,23,3.21
MCC282-A_stub2dot_data_Proximal_Tile_020-006.tif,MCC282,MCC Cre +,Proximal,Stub 2 dot data,MCC282_Stub 2 dot data,0.09,0.46,0.25,0.46,1.84,1.36,12,1.1
MCC282-A_stub2dot_data_Proximal_Tile_020-014.tif,MCC282,MCC Cre +,Proximal,Stub 2 dot data,MCC282_Stub 2 dot data,0.12,0.62,0.24,0.61,2.52,1.75,13,1.52
MCC282-A_stub3dot_redo_Basal_Tile_005-008.tif,MCC282,MCC Cre +,Basal,Stub 3 dot redo,MCC282_Stub 3 dot redo,0.12,0.5,0.28,0.51,1.73,1.52,11,1.33
MCC282-A_stub3dot_redo_Basal_Tile_006-010.tif,MCC282,MCC Cre +,Basal,Stub 3 dot redo,MCC282_Stub 3 dot redo,0.14,0.59,0.29,0.59,2.04,1.7,26,3.61
MCC282-A_stub3dot_redo_Basal_Tile_007-004.tif,MCC282,MCC Cre +,Basal,Stub 3 dot redo,MCC282_Stub 3 dot redo,0.11,0.49,0.28,0.49,1.82,1.46,15,1.59
MCC282-A_stub3dot_redo_Basal_Tile_007-012.tif,MCC282,MCC Cre +,Basal,Stub 3 dot redo,MCC282_Stub 3 dot redo,0.19,0.65,0.35,0.63,1.85,1.94,15,2.79
MCC282-A_stub3dot_redo_Basal_Tile_008-006.tif,MCC282,MCC Cre +,Basal,Stub 3 dot redo,MCC282_Stub 3 dot redo,0.18,0.77,0.31,0.75,2.56,2.13,16,2.95
MCC282-A_stub3dot_redo_Basal_Tile_008-014.tif,MCC282,MCC Cre +,Basal,Stub 3 dot redo,MCC282_Stub 3 dot redo,0.13,0.57,0.3,0.58,1.94,1.71,17,2.28
MCC282-A_stub3dot_redo_Basal_Tile_009-008.tif,MCC282,MCC Cre +,Basal,Stub 3 dot redo,MCC282_Stub 3 dot redo,0.12,0.5,0.3,0.51,1.69,1.53,16,1.91
MCC282-A_stub3dot_redo_Basal_Tile_010-002.tif,MCC282,MCC Cre +,Basal,Stub 3 dot redo,MCC282_Stub 3 dot redo,0.22,0.78,0.35,0.78,2.24,2.25,16,3.48
MCC282-A_stub3dot_redo_Basal_Tile_010-010.tif,MCC282,MCC Cre +,Basal,Stub 3 dot redo,MCC282_Stub 3 dot redo,0.2,0.68,0.34,0.68,1.93,2.04,17,3.32
MCC282-A_stub3dot_redo_Basal_Tile_011-004.tif,MCC282,MCC Cre +,Basal,Stub 3 dot redo,MCC282_Stub 3 dot redo,0.17,0.73,0.3,0.72,2.47,2.0,21,3.65
MCC282-A_stub3dot_redo_Basal_Tile_011-012.tif,MCC282,MCC Cre +,Basal,Stub 3 dot redo,MCC282_Stub 3 dot redo,0.24,0.93,0.31,0.87,2.75,2.48,11,2.61
MCC282-A_stub3dot_redo_Basal_Tile_012-006.tif,MCC282,MCC Cre +,Basal,Stub 3 dot redo,MCC282_Stub 3 dot redo,0.16,0.68,0.3,0.69,2.27,1.94,16,2.63
MCC282-A_stub3dot_redo_Basal_Tile_012-014.tif,MCC282,MCC Cre +,Basal,Stub 3 dot redo,MCC282_Stub 3 dot redo,0.17,0.59,0.33,0.59,1.88,1.78,14,2.37
MCC282-A_stub3dot_redo_Basal_Tile_013-008.tif,MCC282,MCC Cre +,Basal,Stub 3 dot redo,MCC282_Stub 3 dot redo,0.12,0.51,0.3,0.52,1.78,1.56,20,2.38
MCC282-A_stub3dot_redo_Basal_Tile_014-002.tif,MCC282,MCC Cre +,Basal,Stub 3 dot redo,MCC282_Stub 3 dot redo,0.14,0.58,0.3,0.58,1.96,1.72,19,2.7
MCC282-A_stub3dot_redo_Basal_Tile_014-010.tif,MCC282,MCC Cre +,Basal,Stub 3 dot redo,MCC282_Stub 3 dot redo,0.17,0.57,0.35,0.59,1.58,1.79,13,2.22
MCC282-A_stub3dot_redo_Basal_Tile_015-004.tif,MCC282,MCC Cre +,Basal,Stub 3 dot redo,MCC282_Stub 3 dot redo,0.18,0.69,0.33,0.69,2.22,1.97,17,3.11
MCC282-A_stub3dot_redo_Basal_Tile_015-012.tif,MCC282,MCC Cre +,Basal,Stub 3 dot redo,MCC282_Stub 3 dot redo,0.13,0.64,0.28,0.62,2.32,1.79,9,1.21
MCC282-A_stub3dot_redo_Basal_Tile_016-006.tif,MCC282,MCC Cre +,Basal,Stub 3 dot redo,MCC282_Stub 3 dot redo,0.14,0.53,0.31,0.53,1.92,1.63,13,1.8
MCC282-A_stub3dot_redo_Basal_Tile_016-014.tif,MCC282,MCC Cre +,Basal,Stub 3 dot redo,MCC282_Stub 3 dot redo,0.19,0.78,0.31,0.77,2.5,2.18,16,3.02
MCC282-A_stub3dot_redo_Basal_Tile_017-008.tif,MCC282,MCC Cre +,Basal,Stub 3 dot redo,MCC282_Stub 3 dot redo,0.14,0.64,0.29,0.63,2.33,1.79,18,2.6
MCC282-A_stub3dot_redo_Basal_Tile_018-002.tif,MCC282,MCC Cre +,Basal,Stub 3 dot redo,MCC282_Stub 3 dot redo,0.11,0.5,0.28,0.51,1.85,1.49,14,1.59
MCC282-A_stub3dot_redo_Basal_Tile_018-010.tif,MCC282,MCC Cre +,Basal,Stub 3 dot redo,MCC282_Stub 3 dot redo,0.14,0.52,0.29,0.53,1.77,1.59,23,3.17
MCC282-A_stub3dot_redo_Basal_Tile_019-004.tif,MCC282,MCC Cre +,Basal,Stub 3 dot redo,MCC282_Stub 3 dot redo,0.11,0.49,0.3,0.49,1.66,1.55,12,1.38
MCC282-A_stub3dot_redo_Basal_Tile_019-012.tif,MCC282,MCC Cre +,Basal,Stub 3 dot redo,MCC282_Stub 3 dot redo,0.14,0.59,0.3,0.59,2.07,1.7,19,2.61
MCC282-A_stub3dot_redo_Basal_Tile_020-006.tif,MCC282,MCC Cre +,Basal,Stub 3 dot redo,MCC282_Stub 3 dot redo,0.16,0.6,0.34,0.6,1.81,1.81,10,1.64
MCC282-A_stub3dot_redo_Basal_Tile_020-014.tif,MCC282,MCC Cre +,Basal,Stub 3 dot redo,MCC282_Stub 3 dot redo,0.16,0.59,0.31,0.59,1.78,1.78,13,2.03
MCC282-A_stub3dot_redo_Distal_Tile_001-008.tif,MCC282,MCC Cre +,Distal,Stub 3 dot redo,MCC282_Stub 3 dot redo,0.21,0.82,0.31,0.81,2.52,2.25,26,5.39
MCC282-A_stub3dot_redo_Distal_Tile_002-002.tif,MCC282,MCC Cre +,Distal,Stub 3 dot redo,MCC282_Stub 3 dot redo,0.15,0.63,0.3,0.63,2.14,1.83,39,5.9
MCC282-A_stub3dot_redo_Distal_Tile_002-010.tif,MCC282,MCC Cre +,Distal,Stub 3 dot redo,MCC282_Stub 3 dot redo,0.19,0.75,0.34,0.74,2.17,2.14,28,5.38
MCC282-A_stub3dot_redo_Distal_Tile_003-004.tif,MCC282,MCC Cre +,Distal,Stub 3 dot redo,MCC282_Stub 3 dot redo,0.22,0.82,0.34,0.82,2.4,2.34,21,4.59
MCC282-A_stub3dot_redo_Distal_Tile_003-012.tif,MCC282,MCC Cre +,Distal,Stub 3 dot redo,MCC282_Stub 3 dot redo,0.24,0.94,0.33,0.92,2.91,2.54,29,6.84
MCC282-A_stub3dot_redo_Distal_Tile_004-006.tif,MCC282,MCC Cre +,Distal,Stub 3 dot redo,MCC282_Stub 3 dot redo,0.21,0.8,0.3,0.8,2.61,2.18,26,5.42
MCC282-A_stub3dot_redo_Distal_Tile_004-014.tif,MCC282,MCC Cre +,Distal,Stub 3 dot redo,MCC282_Stub 3 dot redo,0.17,0.74,0.28,0.73,2.63,2.04,29,4.93
MCC282-A_stub3dot_redo_Distal_Tile_005-008.tif,MCC282,MCC Cre +,Distal,Stub 3 dot redo,MCC282_Stub 3 dot redo,0.27,1.02,0.34,1.0,2.99,2.75,27,7.4
MCC282-A_stub3dot_redo_Distal_Tile_006-002.tif,MCC282,MCC Cre +,Distal,Stub 3 dot redo,MCC282_Stub 3 dot redo,0.24,0.85,0.33,0.83,2.45,2.33,26,6.16
MCC282-A_stub3dot_redo_Distal_Tile_007-004.tif,MCC282,MCC Cre +,Distal,Stub 3 dot redo,MCC282_Stub 3 dot redo,0.21,0.81,0.33,0.8,2.54,2.27,28,5.85
MCC282-A_stub3dot_redo_Distal_Tile_008-006.tif,MCC282,MCC Cre +,Distal,Stub 3 dot redo,MCC282_Stub 3 dot redo,0.17,0.68,0.32,0.68,2.13,1.96,28,4.84
MCC282-A_stub3dot_redo_Distal_Tile_008-014.tif,MCC282,MCC Cre +,Distal,Stub 3 dot redo,MCC282_Stub 3 dot redo,0.16,0.73,0.29,0.71,2.5,2.02,19,3.1
MCC282-A_stub3dot_redo_Distal_Tile_009-008.tif,MCC282,MCC Cre +,Distal,Stub 3 dot redo,MCC282_Stub 3 dot redo,0.18,0.74,0.31,0.72,2.39,2.09,21,3.75
