Mito_ID,Image origin,Subregion,Class,Area,Eccentricity,Length of Major Axis,Length of Minor Axis,Perimeter,Feret Diameter Maximum,Orientation,Solidity,X Position,Y Position,Average Intensity (channel 1),Model Score,Dendritic mitochondria overlap with Dendrite Object,Dendrite Object parent ID,Number of Dendritic mitochondria within Dendrite Object,Genotype,Layer,Animal,Stub,Tile,Area_um_sq,Major_Length_um,Minor_Length_um,Perimeter_um,Feret_diam_um,Aspect_Ratio,Section_ID,Location,NN_Dist,NN_ID,NN_Dist_um,Tile_ID,Den_Area_um_sq,Den_Length_um,Den_Width_um,Dendrite_ID,Mito_len_per_den_len,Mito_area_per_den_area
39,MCC Cre -/Basal/MCC 273/Stub 4 dot/MCC273_A CA1 stub 4 dot Basal_Tile_007-004.tif,CA1,Dendritic mitochondria,38784.0,0.643,254.145,194.6,848.853,259.856,0.603,0.978,4138.477,3263.01,62.251,1.0,,37.0,,MCC Cre -,Basal,MCC273,Stub 4 dot,MCC273_A CA1 stub 4 dot Basal_Tile_007-004.tif,0.155136,0.50829,0.3892,1.697706,0.519712,1.31,MCC273_Stub 4 dot,"[4138.477, 3263.01]",1107.3447054065869,50,2.2146894108131736,CA1_MCC273_A CA1 stub 4 dot Basal_Tile_007-004.tif,0.70304,1.255618,0.8224600000000001,37,0.4139093259255602,0.22066454255803367
45,MCC Cre -/Basal/MCC 273/Stub 4 dot/MCC273_A CA1 stub 4 dot Basal_Tile_007-004.tif,CA1,Dendritic mitochondria,24816.0,0.644,203.426,155.702,673.64,208.166,-1.253,0.976,5664.868,243.207,63.122,1.0,,40.0,,MCC Cre -,Basal,MCC273,Stub 4 dot,MCC273_A CA1 stub 4 dot Basal_Tile_007-004.tif,0.09926399999999999,0.406852,0.311404,1.34728,0.416332,1.31,MCC273_Stub 4 dot,"[5664.868, 243.207]",159.60247499647383,51,0.3192049499929477,CA1_MCC273_A CA1 stub 4 dot Basal_Tile_007-004.tif,1.200064,1.638024,0.9519080000000001,40,0.25416721610916565,0.08271558850194656
51,MCC Cre -/Basal/MCC 273/Stub 4 dot/MCC273_A CA1 stub 4 dot Basal_Tile_007-004.tif,CA1,Dendritic mitochondria,20096.0,0.742,195.987,131.307,619.983,196.329,1.398,0.97,5616.968,395.452,60.605,0.996,,40.0,,MCC Cre -,Basal,MCC273,Stub 4 dot,MCC273_A CA1 stub 4 dot Basal_Tile_007-004.tif,0.080384,0.391974,0.26261399999999996,1.239966,0.392658,1.49,MCC273_Stub 4 dot,"[5616.968, 395.452]",159.60247499647383,45,0.3192049499929477,CA1_MCC273_A CA1 stub 4 dot Basal_Tile_007-004.tif,1.200064,1.638024,0.9519080000000001,40,0.23971443641851403,0.06698309423497413
38,MCC Cre -/Basal/MCC 273/Stub 4 dot/MCC273_A CA1 stub 4 dot Basal_Tile_007-004.tif,CA1,Dendritic mitochondria,52400.0,0.848,357.783,189.853,1080.652,373.343,-1.381,0.972,5853.511,2448.336,63.854,1.0,,41.0,,MCC Cre -,Basal,MCC273,Stub 4 dot,MCC273_A CA1 stub 4 dot Basal_Tile_007-004.tif,0.20959999999999998,0.715566,0.37970600000000004,2.1613040000000003,0.7466860000000001,1.88,MCC273_Stub 4 dot,"[5853.511, 2448.336]",381.2725375817143,53,0.7625450751634286,CA1_MCC273_A CA1 stub 4 dot Basal_Tile_007-004.tif,1.85632,1.994826,1.4416579999999999,41,0.37431134344549355,0.11291156697121185
50,MCC Cre -/Basal/MCC 273/Stub 4 dot/MCC273_A CA1 stub 4 dot Basal_Tile_007-004.tif,CA1,Dendritic mitochondria,14256.0,0.68,157.58,115.497,531.397,162.077,0.963,0.959,4367.341,2179.574,54.431,0.996,,47.0,,MCC Cre -,Basal,MCC273,Stub 4 dot,MCC273_A CA1 stub 4 dot Basal_Tile_007-004.tif,0.057024,0.31516000000000005,0.230994,1.062794,0.324154,1.36,MCC273_Stub 4 dot,"[4367.341, 2179.574]",1107.3447054065869,39,2.2146894108131736,CA1_MCC273_A CA1 stub 4 dot Basal_Tile_007-004.tif,0.42508799999999997,1.242766,0.492544,47,0.2608326909490604,0.13414634146341464
53,MCC Cre -/Basal/MCC 273/Stub 4 dot/MCC273_A CA1 stub 4 dot Basal_Tile_007-004.tif,CA1,Dendritic mitochondria,30944.0,0.567,218.928,180.288,750.711,227.079,-0.834,0.976,5959.076,2081.969,69.725,0.995,,55.0,,MCC Cre -,Basal,MCC273,Stub 4 dot,MCC273_A CA1 stub 4 dot Basal_Tile_007-004.tif,0.123776,0.437856,0.360576,1.501422,0.454158,1.21,MCC273_Stub 4 dot,"[5959.076, 2081.969]",381.2725375817143,38,0.7625450751634286,CA1_MCC273_A CA1 stub 4 dot Basal_Tile_007-004.tif,0.8500479999999999,1.979354,0.57868,55,0.22944758744519675,0.14561060081313057
6,MCC Cre -/Basal/MCC 273/Stub 4 dot/MCC273_A CA1 stub 4 dot Basal_Tile_006-002.tif,CA1,Dendritic mitochondria,48144.0,0.582,274.866,223.441,936.267,274.833,-0.113,0.978,1356.531,3603.462,70.151,1.0,,4.0,,MCC Cre -,Basal,MCC273,Stub 4 dot,MCC273_A CA1 stub 4 dot Basal_Tile_006-002.tif,0.192576,0.549732,0.446882,1.8725340000000001,0.5496660000000001,1.23,MCC273_Stub 4 dot,"[1356.531, 3603.462]",963.2168610702366,10,1.9264337221404733,CA1_MCC273_A CA1 stub 4 dot Basal_Tile_006-002.tif,0.717568,1.056692,0.917394,4,0.5201761724324592,0.26837317160185514
17,MCC Cre -/Basal/MCC 273/Stub 4 dot/MCC273_A CA1 stub 4 dot Basal_Tile_006-002.tif,CA1,Dendritic mitochondria,78000.0,0.912,503.966,206.762,1540.149,569.689,1.012,0.926,213.073,3689.362,70.515,0.999,,8.0,,MCC Cre -,Basal,MCC273,Stub 4 dot,MCC273_A CA1 stub 4 dot Basal_Tile_006-002.tif,0.312,1.007932,0.413524,3.080298,1.139378,2.44,MCC273_Stub 4 dot,"[213.073, 3689.362]",1146.6799936180973,6,2.2933599872361947,CA1_MCC273_A CA1 stub 4 dot Basal_Tile_006-002.tif,1.7999999999999998,3.154982,0.919496,8,0.36113613326478566,0.17333333333333334
10,MCC Cre -/Basal/MCC 273/Stub 4 dot/MCC273_A CA1 stub 4 dot Basal_Tile_006-002.tif,CA1,Dendritic mitochondria,65584.0,0.983,687.411,124.374,1570.024,656.293,1.45,0.95,928.57,2740.539,73.929,1.0,,13.0,,MCC Cre -,Basal,MCC273,Stub 4 dot,MCC273_A CA1 stub 4 dot Basal_Tile_006-002.tif,0.262336,1.374822,0.248748,3.1400479999999997,1.312586,5.53,MCC273_Stub 4 dot,"[928.57, 2740.539]",963.2168610702366,6,1.9264337221404733,CA1_MCC273_A CA1 stub 4 dot Basal_Tile_006-002.tif,2.436096,3.2832779999999997,1.0585060000000002,13,0.39977912318116227,0.1076870533837747
16,MCC Cre -/Basal/MCC 273/Stub 4 dot/MCC273_A CA1 stub 4 dot Basal_Tile_006-002.tif,CA1,Dendritic mitochondria,64576.0,0.698,339.157,242.787,1098.409,339.931,0.036,0.981,2908.126,1733.991,76.972,0.999,,15.0,,MCC Cre -,Basal,MCC273,Stub 4 dot,MCC273_A CA1 stub 4 dot Basal_Tile_006-002.tif,0.258304,0.678314,0.485574,2.1968180000000004,0.679862,1.4,MCC273_Stub 4 dot,"[2908.126, 1733.991]",477.9147351505289,11,0.9558294703010578,CA1_MCC273_A CA1 stub 4 dot Basal_Tile_006-002.tif,0.790848,1.321768,0.9061440000000001,15,0.5143580416533007,0.3266164926762159
11,MCC Cre -/Basal/MCC 273/Stub 4 dot/MCC273_A CA1 stub 4 dot Basal_Tile_006-002.tif,CA1,Dendritic mitochondria,59312.0,0.868,390.787,193.997,1172.936,395.804,1.027,0.975,2635.471,2126.498,74.935,1.0,,22.0,,MCC Cre -,Basal,MCC273,Stub 4 dot,MCC273_A CA1 stub 4 dot Basal_Tile_006-002.tif,0.237248,0.781574,0.38799400000000006,2.345872,0.791608,2.01,MCC273_Stub 4 dot,"[2635.471, 2126.498]",477.9147351505289,16,0.9558294703010578,CA1_MCC273_A CA1 stub 4 dot Basal_Tile_006-002.tif,1.254784,2.19809,0.775288,22,0.36013448038979295,0.1890747730286647
43,MCC Cre -/Basal/MCC 273/Stub 4 dot/MCC273_A CA1 stub 4 dot Basal_Tile_006-002.tif,CA1,Dendritic mitochondria,16800.0,0.791,187.379,114.636,579.983,193.807,-0.942,0.965,5542.452,2388.814,58.351,0.998,,41.0,,MCC Cre -,Basal,MCC273,Stub 4 dot,MCC273_A CA1 stub 4 dot Basal_Tile_006-002.tif,0.0672,0.374758,0.229272,1.1599659999999998,0.38761399999999996,1.63,MCC273_Stub 4 dot,"[5542.452, 2388.814]",647.1026561728826,39,1.294205312345765,CA1_MCC273_A CA1 stub 4 dot Basal_Tile_006-002.tif,0.5568,1.123424,0.6335320000000001,41,0.34502912524567747,0.1206896551724138
37,MCC Cre -/Basal/MCC 273/Stub 4 dot/MCC273_A CA1 stub 4 dot Basal_Tile_006-002.tif,CA1,Dendritic mitochondria,70048.0,0.956,556.394,163.476,1405.338,565.685,1.491,0.975,5198.74,1086.997,88.238,1.0,,42.0,,MCC Cre -,Basal,MCC273,Stub 4 dot,MCC273_A CA1 stub 4 dot Basal_Tile_006-002.tif,0.280192,1.112788,0.326952,2.810676,1.13137,3.4,MCC273_Stub 4 dot,"[5198.74, 1086.997]",699.6775812079446,39,1.3993551624158893,CA1_MCC273_A CA1 stub 4 dot Basal_Tile_006-002.tif,7.5150991519999994,4.043864,1.6147500000000001,42,0.2797744929107408,0.037283872685223624
39,MCC Cre -/Basal/MCC 273/Stub 4 dot/MCC273_A CA1 stub 4 dot Basal_Tile_006-002.tif,CA1,Dendritic mitochondria,39936.0,0.897,340.351,150.721,932.953,337.617,-1.512,0.978,5362.407,1767.263,91.397,1.0,,42.0,,MCC Cre -,Basal,MCC273,Stub 4 dot,MCC273_A CA1 stub 4 dot Basal_Tile_006-002.tif,0.159744,0.680702,0.301442,1.865906,0.675234,2.26,MCC273_Stub 4 dot,"[5362.407, 1767.263]",647.1026561728826,43,1.294205312345765,CA1_MCC273_A CA1 stub 4 dot Basal_Tile_006-002.tif,7.5150991519999994,4.043864,1.6147500000000001,42,0.1669774255514033,0.021256406172297435
14,MCC Cre -/Basal/MCC 273/Stub 4 dot/MCC273_A CA1 stub 4 dot Basal_Tile_004-006.tif,CA1,Dendritic mitochondria,25232.0,0.677,209.322,154.056,675.983,213.002,0.215,0.976,2244.851,1837.911,71.246,1.0,,1.0,,MCC Cre -,Basal,MCC273,Stub 4 dot,MCC273_A CA1 stub 4 dot Basal_Tile_004-006.tif,0.10092799999999999,0.418644,0.30811200000000005,1.351966,0.42600400000000005,1.36,MCC273_Stub 4 dot,"[2244.851, 1837.911]",476.0957222922719,3,0.9521914445845437,CA1_MCC273_A CA1 stub 4 dot Basal_Tile_004-006.tif,0.540736,1.118214,0.661986,1,0.3809682225405871,0.18664930761036808
3,MCC Cre -/Basal/MCC 273/Stub 4 dot/MCC273_A CA1 stub 4 dot Basal_Tile_004-006.tif,CA1,Dendritic mitochondria,52480.0,0.871,372.465,183.232,1096.066,386.846,-1.218,0.964,1881.559,1530.2,74.119,1.0,,2.0,,MCC Cre -,Basal,MCC273,Stub 4 dot,MCC273_A CA1 stub 4 dot Basal_Tile_004-006.tif,0.20992,0.74493,0.366464,2.192132,0.773692,2.03,MCC273_Stub 4 dot,"[1881.559, 1530.2]",476.0957222922719,14,0.9521914445845437,CA1_MCC273_A CA1 stub 4 dot Basal_Tile_004-006.tif,0.893376,1.667632,0.6823579999999999,2,0.4639464821975112,0.2349738519951286
8,MCC Cre -/Basal/MCC 273/Stub 4 dot/MCC273_A CA1 stub 4 dot Basal_Tile_004-006.tif,CA1,Dendritic mitochondria,111344.0,0.932,627.345,228.006,1663.865,633.024,1.553,0.981,2058.562,3695.793,76.191,1.0,,7.0,,MCC Cre -,Basal,MCC273,Stub 4 dot,MCC273_A CA1 stub 4 dot Basal_Tile_004-006.tif,0.445376,1.25469,0.45601200000000003,3.3277300000000003,1.266048,2.75,MCC273_Stub 4 dot,"[2058.562, 3695.793]",1544.0959402721708,50,3.0881918805443416,CA1_MCC273_A CA1 stub 4 dot Basal_Tile_004-006.tif,7.536640783999999,4.008834,0.445976,7,0.3158145236245751,0.059094762874398396
42,MCC Cre -/Basal/MCC 273/Stub 4 dot/MCC273_A CA1 stub 4 dot Basal_Tile_004-006.tif,CA1,Dendritic mitochondria,114432.0,0.971,793.34,190.212,2011.966,827.316,-1.503,0.941,4710.185,3855.041,77.174,0.979,,7.0,,MCC Cre -,Basal,MCC273,Stub 4 dot,MCC273_A CA1 stub 4 dot Basal_Tile_004-006.tif,0.45772799999999997,1.58668,0.380424,4.023932,1.654632,4.17,MCC273_Stub 4 dot,"[4710.185, 3855.041]",679.6002290501383,51,1.3592004581002766,CA1_MCC273_A CA1 stub 4 dot Basal_Tile_004-006.tif,7.536640783999999,4.008834,0.445976,7,0.4127464494663536,0.06073368933434363
50,MCC Cre -/Basal/MCC 273/Stub 4 dot/MCC273_A CA1 stub 4 dot Basal_Tile_004-006.tif,CA1,Dendritic mitochondria,17200.0,0.395,155.247,142.649,559.497,166.508,0.491,0.963,3570.24,4010.534,103.557,0.903,,7.0,,MCC Cre -,Basal,MCC273,Stub 4 dot,MCC273_A CA1 stub 4 dot Basal_Tile_004-006.tif,0.0688,0.31049400000000005,0.285298,1.118994,0.33301600000000003,1.09,MCC273_Stub 4 dot,"[3570.24, 4010.534]",472.75092843589454,51,0.9455018568717891,CA1_MCC273_A CA1 stub 4 dot Basal_Tile_004-006.tif,7.536640783999999,4.008834,0.445976,7,0.08307053871524737,0.009128735463425533
51,MCC Cre -/Basal/MCC 273/Stub 4 dot/MCC273_A CA1 stub 4 dot Basal_Tile_004-006.tif,CA1,Dendritic mitochondria,10432.0,0.388,120.348,110.936,429.355,127.613,0.582,0.965,4041.911,3978.598,83.134,0.762,,7.0,,MCC Cre -,Basal,MCC273,Stub 4 dot,MCC273_A CA1 stub 4 dot Basal_Tile_004-006.tif,0.041728,0.240696,0.221872,0.8587100000000001,0.255226,1.08,MCC273_Stub 4 dot,"[4041.911, 3978.598]",472.75092843589454,50,0.9455018568717891,CA1_MCC273_A CA1 stub 4 dot Basal_Tile_004-006.tif,7.536640783999999,4.008834,0.445976,7,0.06366589387338063,0.005536684206654369
6,MCC Cre -/Basal/MCC 273/Stub 4 dot/MCC273_A CA1 stub 4 dot Basal_Tile_004-006.tif,CA1,Dendritic mitochondria,44176.0,0.87,338.648,166.899,1011.966,345.701,-0.798,0.969,1842.061,446.999,69.89,1.0,,9.0,,MCC Cre -,Basal,MCC273,Stub 4 dot,MCC273_A CA1 stub 4 dot Basal_Tile_004-006.tif,0.176704,0.677296,0.333798,2.023932,0.6914020000000001,2.03,MCC273_Stub 4 dot,"[1842.061, 446.999]",1083.9208912116235,3,2.167841782423247,CA1_MCC273_A CA1 stub 4 dot Basal_Tile_004-006.tif,0.983872,1.5884939999999999,0.9512780000000001,9,0.43525628677225103,0.17960059845183113
20,MCC Cre -/Basal/MCC 273/Stub 4 dot/MCC273_A CA1 stub 4 dot Basal_Tile_004-006.tif,CA1,Dendritic mitochondria,28720.0,0.856,266.182,137.788,792.853,274.935,0.631,0.97,3747.038,3141.783,68.199,0.998,,13.0,,MCC Cre -,Basal,MCC273,Stub 4 dot,MCC273_A CA1 stub 4 dot Basal_Tile_004-006.tif,0.11488,0.5323640000000001,0.27557600000000004,1.5857059999999998,0.54987,1.93,MCC273_Stub 4 dot,"[3747.038, 3141.783]",886.558420412891,50,1.773116840825782,CA1_MCC273_A CA1 stub 4 dot Basal_Tile_004-006.tif,0.9468799999999999,1.57802,0.8276060000000001,13,0.34845565962408587,0.1213247718823927
29,MCC Cre -/Basal/MCC 273/Stub 4 dot/MCC273_A CA1 stub 4 dot Basal_Tile_004-006.tif,CA1,Dendritic mitochondria,51024.0,0.961,494.826,136.209,1311.865,494.773,1.271,0.94,3013.149,1144.902,81.034,0.643,,26.0,,MCC Cre -,Basal,MCC273,Stub 4 dot,MCC273_A CA1 stub 4 dot Basal_Tile_004-006.tif,0.204096,0.9896520000000001,0.272418,2.62373,0.989546,3.63,MCC273_Stub 4 dot,"[3013.149, 1144.902]",1034.6706195137658,14,2.0693412390275316,CA1_MCC273_A CA1 stub 4 dot Basal_Tile_004-006.tif,0.816448,1.702722,0.6105320000000001,26,0.5811553500806356,0.24998040291604612
19,MCC Cre -/Basal/MCC 273/Stub 4 dot/MCC273_A CA1 stub 4 dot Basal_Tile_004-006.tif,CA1,Dendritic mitochondria,18640.0,0.679,183.495,134.704,581.355,182.989,0.037,0.981,54.966,2020.453,63.05,0.999,,33.0,,MCC Cre -,Basal,MCC273,Stub 4 dot,MCC273_A CA1 stub 4 dot Basal_Tile_004-006.tif,0.07456,0.36699000000000004,0.26940800000000004,1.1627100000000001,0.365978,1.36,MCC273_Stub 4 dot,"[54.966, 2020.453]",1650.295749497041,30,3.300591498994082,CA1_MCC273_A CA1 stub 4 dot Basal_Tile_004-006.tif,0.6384639999999999,2.196724,0.659646,33,0.16660172147252,0.1167802726543705
37,MCC Cre -/Basal/MCC 273/Stub 4 dot/MCC273_A CA1 stub 4 dot Basal_Tile_004-006.tif,CA1,Dendritic mitochondria,29536.0,0.431,204.309,184.314,727.882,212.0,-0.647,0.976,4619.823,1179.845,69.256,1.0,,35.0,,MCC Cre -,Basal,MCC273,Stub 4 dot,MCC273_A CA1 stub 4 dot Basal_Tile_004-006.tif,0.118144,0.408618,0.368628,1.4557639999999998,0.424,1.11,MCC273_Stub 4 dot,"[4619.823, 1179.845]",1078.8966108432262,36,2.1577932216864526,CA1_MCC273_A CA1 stub 4 dot Basal_Tile_004-006.tif,0.6641279999999999,1.665674,0.5384260000000001,35,0.25455161093947554,0.17789341813626292
36,MCC Cre -/Basal/MCC 273/Stub 4 dot/MCC273_A CA1 stub 4 dot Basal_Tile_004-006.tif,CA1,Dendritic mitochondria,72688.0,0.777,386.085,243.064,1186.409,407.947,1.206,0.983,4798.49,115.845,82.736,1.0,,38.0,,MCC Cre -,Basal,MCC273,Stub 4 dot,MCC273_A CA1 stub 4 dot Basal_Tile_004-006.tif,0.290752,0.77217,0.486128,2.372818,0.815894,1.59,MCC273_Stub 4 dot,"[4798.49, 115.845]",1078.8966108432262,37,2.1577932216864526,CA1_MCC273_A CA1 stub 4 dot Basal_Tile_004-006.tif,0.9319679999999999,1.670992,0.789504,38,0.48826924365885654,0.3119763768713089
8,MCC Cre -/Basal/MCC 273/Stub 4 dot/MCC273_A CA1 stub 4 dot Basal_Tile_003-004.tif,CA1,Dendritic mitochondria,43808.0,0.635,269.036,207.853,898.024,281.311,0.484,0.979,3130.568,3592.268,73.662,1.0,,4.0,,MCC Cre -,Basal,MCC273,Stub 4 dot,MCC273_A CA1 stub 4 dot Basal_Tile_003-004.tif,0.175232,0.538072,0.415706,1.796048,0.562622,1.29,MCC273_Stub 4 dot,"[3130.568, 3592.268]",374.59645789302397,26,0.749192915786048,CA1_MCC273_A CA1 stub 4 dot Basal_Tile_003-004.tif,1.08992,1.484616,1.15622,4,0.3789680294433038,0.1607751027598356
3,MCC Cre -/Basal/MCC 273/Stub 4 dot/MCC273_A CA1 stub 4 dot Basal_Tile_003-004.tif,CA1,Dendritic mitochondria,61696.0,0.97,577.993,139.748,1450.208,565.099,-1.272,0.959,1656.01,2712.974,77.627,1.0,,7.0,,MCC Cre -,Basal,MCC273,Stub 4 dot,MCC273_A CA1 stub 4 dot Basal_Tile_003-004.tif,0.24678399999999998,1.1559860000000002,0.27949599999999997,2.9004160000000003,1.130198,4.14,MCC273_Stub 4 dot,"[1656.01, 2712.974]",523.5533880369794,36,1.0471067760739587,CA1_MCC273_A CA1 stub 4 dot Basal_Tile_003-004.tif,2.726542308,4.192738,0.603398,7,0.26956084544276315,0.09051170754838696
11,MCC Cre -/Basal/MCC 273/Stub 4 dot/MCC273_A CA1 stub 4 dot Basal_Tile_003-004.tif,CA1,Dendritic mitochondria,79040.0,0.842,432.379,233.269,1300.936,444.342,-1.17,0.979,2444.22,1295.876,111.779,1.0,,9.0,,MCC Cre -,Basal,MCC273,Stub 4 dot,MCC273_A CA1 stub 4 dot Basal_Tile_003-004.tif,0.31616,0.864758,0.466538,2.6018719999999997,0.888684,1.85,MCC273_Stub 4 dot,"[2444.22, 1295.876]",714.4387631728838,12,1.4288775263457676,CA1_MCC273_A CA1 stub 4 dot Basal_Tile_003-004.tif,2.29472,3.34619,1.037412,9,0.2655808546436395,0.1377771579974899
12,MCC Cre -/Basal/MCC 273/Stub 4 dot/MCC273_A CA1 stub 4 dot Basal_Tile_003-004.tif,CA1,Dendritic mitochondria,48576.0,0.691,292.718,211.54,957.924,299.174,-1.402,0.977,2240.238,611.176,76.701,1.0,,13.0,,MCC Cre -,Basal,MCC273,Stub 4 dot,MCC273_A CA1 stub 4 dot Basal_Tile_003-004.tif,0.194304,0.5854360000000001,0.42308,1.915848,0.598348,1.38,MCC273_Stub 4 dot,"[2240.238, 611.176]",563.3713335598468,21,1.1267426671196936,CA1_MCC273_A CA1 stub 4 dot Basal_Tile_003-004.tif,0.74176,1.16462,0.885298,13,0.5137710154385121,0.2619499568593615
28,MCC Cre -/Basal/MCC 273/Stub 4 dot/MCC273_A CA1 stub 4 dot Basal_Tile_003-004.tif,CA1,Dendritic mitochondria,20672.0,0.885,238.554,111.288,655.497,234.094,-1.392,0.97,1382.642,475.995,80.116,0.995,,17.0,,MCC Cre -,Basal,MCC273,Stub 4 dot,MCC273_A CA1 stub 4 dot Basal_Tile_003-004.tif,0.082688,0.47710800000000003,0.222576,1.310994,0.468188,2.14,MCC273_Stub 4 dot,"[1382.642, 475.995]",868.1847740988088,12,1.7363695481976176,CA1_MCC273_A CA1 stub 4 dot Basal_Tile_003-004.tif,0.761344,1.458866,0.955646,17,0.32092597949366153,0.1086079354404842
26,MCC Cre -/Basal/MCC 273/Stub 4 dot/MCC273_A CA1 stub 4 dot Basal_Tile_003-004.tif,CA1,Dendritic mitochondria,31040.0,0.812,261.347,152.588,795.196,264.877,-1.344,0.974,2818.397,3385.213,67.94,0.997,,19.0,,MCC Cre -,Basal,MCC273,Stub 4 dot,MCC273_A CA1 stub 4 dot Basal_Tile_003-004.tif,0.12415999999999999,0.522694,0.305176,1.590392,0.5297540000000001,1.71,MCC273_Stub 4 dot,"[2818.397, 3385.213]",374.59645789302397,8,0.749192915786048,CA1_MCC273_A CA1 stub 4 dot Basal_Tile_003-004.tif,0.58432,1.2199559999999998,0.688462,19,0.43424025128775146,0.21248630887185105
10,MCC Cre -/Basal/MCC 273/Stub 4 dot/MCC273_A CA1 stub 4 dot Basal_Tile_003-004.tif,CA1,Dendritic mitochondria,41424.0,0.857,320.582,165.106,937.439,325.394,1.47,0.975,3499.462,2945.012,75.763,1.0,,24.0,,MCC Cre -,Basal,MCC273,Stub 4 dot,MCC273_A CA1 stub 4 dot Basal_Tile_003-004.tif,0.16569599999999998,0.641164,0.330212,1.874878,0.650788,1.94,MCC273_Stub 4 dot,"[3499.462, 2945.012]",744.9987334029499,8,1.4899974668059,CA1_MCC273_A CA1 stub 4 dot Basal_Tile_003-004.tif,1.7584,2.701556,1.285962,24,0.24089376640721125,0.09423111919927206
36,MCC Cre -/Basal/MCC 273/Stub 4 dot/MCC273_A CA1 stub 4 dot Basal_Tile_003-004.tif,CA1,Dendritic mitochondria,30432.0,0.99,525.277,75.536,1144.083,492.48,1.455,0.935,1415.74,2247.809,58.806,0.81,,25.0,,MCC Cre -,Basal,MCC273,Stub 4 dot,MCC273_A CA1 stub 4 dot Basal_Tile_003-004.tif,0.12172799999999999,1.0505540000000002,0.151072,2.2881660000000004,0.9849600000000001,6.95,MCC273_Stub 4 dot,"[1415.74, 2247.809]",523.5533880369794,3,1.0471067760739587,CA1_MCC273_A CA1 stub 4 dot Basal_Tile_003-004.tif,1.245568,3.20636,0.517466,25,0.3071894609463691,0.09772890761483917
30,MCC Cre -/Basal/MCC 273/Stub 4 dot/MCC273_A CA1 stub 4 dot Basal_Tile_003-004.tif,CA1,Dendritic mitochondria,37600.0,0.789,279.701,171.801,881.823,286.356,-0.54,0.976,1123.9,1592.385,68.951,0.988,,37.0,,MCC Cre -,Basal,MCC273,Stub 4 dot,MCC273_A CA1 stub 4 dot Basal_Tile_003-004.tif,0.1504,0.5594020000000001,0.34360199999999996,1.763646,0.572712,1.63,MCC273_Stub 4 dot,"[1123.9, 1592.385]",717.4616403515942,36,1.4349232807031884,CA1_MCC273_A CA1 stub 4 dot Basal_Tile_003-004.tif,0.9882879999999999,1.8725440000000002,0.8930359999999999,37,0.30584701881504517,0.15218235979795364
47,MCC Cre -/Basal/MCC 273/Stub 4 dot/MCC273_A CA1 stub 4 dot Basal_Tile_003-004.tif,CA1,Dendritic mitochondria,26032.0,0.779,231.048,145.005,726.125,235.491,-1.212,0.965,5676.888,3649.743,58.189,1.0,,46.0,,MCC Cre -,Basal,MCC273,Stub 4 dot,MCC273_A CA1 stub 4 dot Basal_Tile_003-004.tif,0.104128,0.462096,0.29001,1.45225,0.470982,1.59,MCC273_Stub 4 dot,"[5676.888, 3649.743]",1296.1822124581863,63,2.5923644249163726,CA1_MCC273_A CA1 stub 4 dot Basal_Tile_003-004.tif,0.9556479999999999,1.456672,0.887574,46,0.3233274203115046,0.10896062148406108
42,MCC Cre -/Basal/MCC 273/Stub 4 dot/MCC273_A CA1 stub 4 dot Basal_Tile_003-004.tif,CA1,Dendritic mitochondria,41472.0,0.792,294.74,179.87,917.924,302.729,-0.76,0.976,4680.258,533.835,101.855,1.0,,51.0,,MCC Cre -,Basal,MCC273,Stub 4 dot,MCC273_A CA1 stub 4 dot Basal_Tile_003-004.tif,0.16588799999999998,0.58948,0.35974,1.835848,0.6054579999999999,1.64,MCC273_Stub 4 dot,"[4680.258, 533.835]",610.1944741309936,44,1.2203889482619872,CA1_MCC273_A CA1 stub 4 dot Basal_Tile_003-004.tif,0.672128,1.2112880000000001,0.755706,51,0.49984644444591203,0.24681013140354216
63,MCC Cre -/Basal/MCC 273/Stub 4 dot/MCC273_A CA1 stub 4 dot Basal_Tile_003-004.tif,CA1,Dendritic mitochondria,11744.0,0.477,130.594,114.773,464.669,133.405,1.162,0.965,4424.895,3314.181,44.789,0.995,,62.0,,MCC Cre -,Basal,MCC273,Stub 4 dot,MCC273_A CA1 stub 4 dot Basal_Tile_003-004.tif,0.046976,0.261188,0.229546,0.929338,0.26681,1.14,MCC273_Stub 4 dot,"[4424.895, 3314.181]",599.1076830295202,73,1.1982153660590404,CA1_MCC273_A CA1 stub 4 dot Basal_Tile_003-004.tif,0.857408,2.0143,0.7448819999999999,62,0.13245792583031327,0.05478838545943122
29,MCC Cre -/Basal/MCC 273/Stub 4 dot/MCC273_A CA1 stub 4 dot Basal_Tile_002-010.tif,CA1,Dendritic mitochondria,18880.0,0.969,314.807,77.353,828.167,305.511,-1.107,0.928,2274.297,2123.066,62.32,0.995,,3.0,,MCC Cre -,Basal,MCC273,Stub 4 dot,MCC273_A CA1 stub 4 dot Basal_Tile_002-010.tif,0.07551999999999999,0.629614,0.15470599999999998,1.6563340000000002,0.6110220000000001,4.07,MCC273_Stub 4 dot,"[2274.297, 2123.066]",972.374846908331,11,1.9447496938166622,CA1_MCC273_A CA1 stub 4 dot Basal_Tile_002-010.tif,1.178624,2.015874,0.798822,3,0.3031052536021597,0.06407471763683753
