Mito_ID,Image origin,Subregion,Class,Area,Eccentricity,Length of Major Axis,Length of Minor Axis,Perimeter,Feret Diameter Maximum,Orientation,Solidity,X Position,Y Position,Average Intensity (channel 1),Model Score,Dendritic mitochondria overlap with Dendrite Object,Dendrite Object parent ID,Number of Dendritic mitochondria within Dendrite Object,Genotype,Layer,Animal,Stub,Tile,Area_um_sq,Major_Length_um,Minor_Length_um,Perimeter_um,Feret_diam_um,Aspect_Ratio,Section_ID,Location,NN_Dist,NN_ID,NN_Dist_um,Tile_ID,Den_Area_um_sq,Den_Length_um,Den_Width_um,Dendrite_ID,Mito_len_per_den_len,Mito_area_per_den_area
18,MCC Cre -/Proximal/MCC273/Stub 4 dot/Farris 273-A Stub 4 dot Proximal_Q4_Tile_007-003.tif,CA2,Dendritic mitochondria,154112.0,0.977,993.278,209.857,2369.019,923.052,1.4,0.892,5331.124,558.71,99.721,1.0,,29.0,,MCC Cre -,Proximal,MCC273,Stub 4 dot,Farris 273-A Stub 4 dot Proximal_Q4_Tile_007-003.tif,0.616448,1.986556,0.41971400000000003,4.7380379999999995,1.8461040000000002,4.73,MCC273_Stub 4 dot,"[5331.124, 558.71]",775.8744806043048,19,1.5517489612086097,CA2_Farris 273-A Stub 4 dot Proximal_Q4_Tile_007-003.tif,3.207424,3.2034580000000004,1.556518,29,0.5762847522895571,0.19219410966557585
19,MCC Cre -/Proximal/MCC273/Stub 4 dot/Farris 273-A Stub 4 dot Proximal_Q4_Tile_007-003.tif,CA2,Dendritic mitochondria,75984.0,0.804,406.747,241.599,1242.409,427.604,1.145,0.968,5970.726,997.903,101.304,1.0,,29.0,,MCC Cre -,Proximal,MCC273,Stub 4 dot,Farris 273-A Stub 4 dot Proximal_Q4_Tile_007-003.tif,0.303936,0.813494,0.483198,2.484818,0.855208,1.68,MCC273_Stub 4 dot,"[5970.726, 997.903]",678.7444027091495,24,1.3574888054182992,CA2_Farris 273-A Stub 4 dot Proximal_Q4_Tile_007-003.tif,3.207424,3.2034580000000004,1.556518,29,0.26696401201451675,0.094760156437066
5,MCC Cre -/Proximal/MCC273/Stub 4 dot/Farris 273-A Stub 4 dot Proximal_Q4_Tile_006-001.tif,CA2,Dendritic mitochondria,17808.0,0.821,199.596,114.036,603.983,200.639,-1.246,0.964,1952.602,468.041,74.419,1.0,,6.0,,MCC Cre -,Proximal,MCC273,Stub 4 dot,Farris 273-A Stub 4 dot Proximal_Q4_Tile_006-001.tif,0.071232,0.399192,0.228072,1.2079659999999999,0.401278,1.75,MCC273_Stub 4 dot,"[1952.602, 468.041]",435.19522566889447,32,0.8703904513377889,CA2_Farris 273-A Stub 4 dot Proximal_Q4_Tile_006-001.tif,3.6096,2.8786,1.7966600000000001,6,0.13940040297366776,0.01973404255319149
12,MCC Cre -/Proximal/MCC273/Stub 4 dot/Farris 273-A Stub 4 dot Proximal_Q4_Tile_006-001.tif,CA2,Dendritic mitochondria,12672.0,0.389,132.454,122.049,473.255,137.568,-0.851,0.973,2566.449,548.768,72.47,1.0,,6.0,,MCC Cre -,Proximal,MCC273,Stub 4 dot,Farris 273-A Stub 4 dot Proximal_Q4_Tile_006-001.tif,0.050688,0.26490800000000003,0.244098,0.94651,0.27513600000000005,1.09,MCC273_Stub 4 dot,"[2566.449, 548.768]",352.56303527879953,31,0.7051260705575991,CA2_Farris 273-A Stub 4 dot Proximal_Q4_Tile_006-001.tif,3.6096,2.8786,1.7966600000000001,6,0.0955797957340374,0.014042553191489362
31,MCC Cre -/Proximal/MCC273/Stub 4 dot/Farris 273-A Stub 4 dot Proximal_Q4_Tile_006-001.tif,CA2,Dendritic mitochondria,17936.0,0.311,155.776,148.053,566.912,161.245,-1.493,0.974,2414.895,867.095,75.124,0.97,,6.0,,MCC Cre -,Proximal,MCC273,Stub 4 dot,Farris 273-A Stub 4 dot Proximal_Q4_Tile_006-001.tif,0.071744,0.31155200000000005,0.296106,1.1338240000000002,0.32249,1.05,MCC273_Stub 4 dot,"[2414.895, 867.095]",352.56303527879953,12,0.7051260705575991,CA2_Farris 273-A Stub 4 dot Proximal_Q4_Tile_006-001.tif,3.6096,2.8786,1.7966600000000001,6,0.11203015354686306,0.019875886524822695
2,MCC Cre -/Proximal/MCC273/Stub 4 dot/Farris 273-A Stub 4 dot Proximal_Q4_Tile_006-001.tif,CA2,Dendritic mitochondria,25552.0,0.873,258.873,126.115,762.61,268.218,-1.009,0.966,2483.0,1894.632,86.809,1.0,,7.0,,MCC Cre -,Proximal,MCC273,Stub 4 dot,Farris 273-A Stub 4 dot Proximal_Q4_Tile_006-001.tif,0.102208,0.517746,0.25223,1.52522,0.536436,2.05,MCC273_Stub 4 dot,"[2483.0, 1894.632]",469.5090122777199,29,0.9390180245554398,CA2_Farris 273-A Stub 4 dot Proximal_Q4_Tile_006-001.tif,3.5574399999999997,2.9804899999999996,1.78624,7,0.17998248610127868,0.028730772690474048
29,MCC Cre -/Proximal/MCC273/Stub 4 dot/Farris 273-A Stub 4 dot Proximal_Q4_Tile_006-001.tif,CA2,Dendritic mitochondria,10704.0,0.786,148.634,91.949,457.841,153.17,-1.086,0.962,2873.273,2155.641,66.69,0.975,,7.0,,MCC Cre -,Proximal,MCC273,Stub 4 dot,Farris 273-A Stub 4 dot Proximal_Q4_Tile_006-001.tif,0.042816,0.297268,0.183898,0.915682,0.30634,1.62,MCC273_Stub 4 dot,"[2873.273, 2155.641]",469.5090122777199,2,0.9390180245554398,CA2_Farris 273-A Stub 4 dot Proximal_Q4_Tile_006-001.tif,3.5574399999999997,2.9804899999999996,1.78624,7,0.1027817573620445,0.012035621120805974
35,MCC Cre -/Proximal/MCC273/Stub 4 dot/Farris 273-A Stub 4 dot Proximal_Q4_Tile_006-001.tif,CA2,Dendritic mitochondria,6112.0,0.899,137.58,60.34,378.042,140.228,-0.063,0.965,23.72,1657.887,70.283,0.738,,10.0,,MCC Cre -,Proximal,MCC273,Stub 4 dot,Farris 273-A Stub 4 dot Proximal_Q4_Tile_006-001.tif,0.024447999999999998,0.27516,0.12068000000000001,0.756084,0.28045600000000004,2.28,MCC273_Stub 4 dot,"[23.72, 1657.887]",1178.763447001136,33,2.357526894002272,CA2_Farris 273-A Stub 4 dot Proximal_Q4_Tile_006-001.tif,1.114304,1.9317300000000002,0.884852,10,0.14518385074518697,0.021940152776980068
33,MCC Cre -/Proximal/MCC273/Stub 4 dot/Farris 273-A Stub 4 dot Proximal_Q4_Tile_006-001.tif,CA2,Dendritic mitochondria,15472.0,0.705,167.999,119.184,519.113,168.618,-1.531,0.976,73.045,480.156,61.071,0.856,,11.0,,MCC Cre -,Proximal,MCC273,Stub 4 dot,Farris 273-A Stub 4 dot Proximal_Q4_Tile_006-001.tif,0.061888,0.335998,0.238368,1.038226,0.337236,1.41,MCC273_Stub 4 dot,"[73.045, 480.156]",1178.763447001136,35,2.357526894002272,CA2_Farris 273-A Stub 4 dot Proximal_Q4_Tile_006-001.tif,2.148352,2.264228,1.655244,11,0.14894083104705003,0.028807197330791227
1,MCC Cre -/Proximal/MCC273/Stub 4 dot/Farris 273-A Stub 4 dot Proximal_Q4_Tile_006-001.tif,CA2,Dendritic mitochondria,13120.0,0.833,174.243,96.282,537.054,174.416,0.978,0.956,460.978,3828.934,88.135,1.0,,15.0,,MCC Cre -,Proximal,MCC273,Stub 4 dot,Farris 273-A Stub 4 dot Proximal_Q4_Tile_006-001.tif,0.05248,0.348486,0.19256399999999999,1.074108,0.348832,1.81,MCC273_Stub 4 dot,"[460.978, 3828.934]",980.2589680701727,3,1.9605179361403455,CA2_Farris 273-A Stub 4 dot Proximal_Q4_Tile_006-001.tif,0.5929599999999999,1.3857560000000002,0.5828920000000001,15,0.2517268552328115,0.08850512682137075
4,MCC Cre -/Proximal/MCC273/Stub 4 dot/Farris 273-A Stub 4 dot Proximal_Q4_Tile_006-001.tif,CA2,Dendritic mitochondria,44640.0,0.865,336.926,169.072,967.681,342.486,1.307,0.977,3264.223,2620.115,82.914,1.0,,18.0,,MCC Cre -,Proximal,MCC273,Stub 4 dot,Farris 273-A Stub 4 dot Proximal_Q4_Tile_006-001.tif,0.17856,0.673852,0.338144,1.935362,0.684972,1.99,MCC273_Stub 4 dot,"[3264.223, 2620.115]",607.1062503186732,29,1.2142125006373465,CA2_Farris 273-A Stub 4 dot Proximal_Q4_Tile_006-001.tif,0.955456,1.43056,0.8841760000000001,18,0.4788138910636394,0.186884587045348
37,MCC Cre -/Proximal/MCC273/Stub 4 dot/Farris 273-A Stub 4 dot Proximal_Q4_Tile_006-001.tif,CA2,Dendritic mitochondria,207200.0,0.969,1078.62,267.207,2857.973,1090.497,-1.27,0.914,4827.887,3089.361,101.843,1.0,,23.0,,MCC Cre -,Proximal,MCC273,Stub 4 dot,Farris 273-A Stub 4 dot Proximal_Q4_Tile_006-001.tif,0.8288,2.15724,0.534414,5.715946,2.180994,4.04,MCC273_Stub 4 dot,"[4827.887, 3089.361]",465.8018337877173,51,0.9316036675754347,CA2_Farris 273-A Stub 4 dot Proximal_Q4_Tile_006-001.tif,6.549055999999999,5.838268,1.59551,23,0.37356866796796584,0.12655259017482826
38,MCC Cre -/Proximal/MCC273/Stub 4 dot/Farris 273-A Stub 4 dot Proximal_Q4_Tile_006-001.tif,CA2,Dendritic mitochondria,15056.0,0.816,182.543,105.41,549.74,185.076,-1.05,0.97,5762.121,3890.899,72.401,1.0,,41.0,,MCC Cre -,Proximal,MCC273,Stub 4 dot,Farris 273-A Stub 4 dot Proximal_Q4_Tile_006-001.tif,0.060224,0.365086,0.21082,1.09948,0.370152,1.73,MCC273_Stub 4 dot,"[5762.121, 3890.899]",877.8692671690928,51,1.7557385343381857,CA2_Farris 273-A Stub 4 dot Proximal_Q4_Tile_006-001.tif,1.4842879999999998,1.941942,1.16455,41,0.1906091943013746,0.040574335977923426
39,MCC Cre -/Proximal/MCC273/Stub 4 dot/Farris 273-A Stub 4 dot Proximal_Q4_Tile_006-001.tif,CA2,Dendritic mitochondria,32160.0,0.814,266.605,154.981,829.924,266.453,-0.661,0.968,4859.406,3733.319,126.573,1.0,,43.0,,MCC Cre -,Proximal,MCC273,Stub 4 dot,Farris 273-A Stub 4 dot Proximal_Q4_Tile_006-001.tif,0.12864,0.5332100000000001,0.309962,1.659848,0.532906,1.72,MCC273_Stub 4 dot,"[4859.406, 3733.319]",220.7697974474769,51,0.4415395948949538,CA2_Farris 273-A Stub 4 dot Proximal_Q4_Tile_006-001.tif,1.071744,1.553222,0.89425,43,0.3430971232702086,0.12002866356144751
51,MCC Cre -/Proximal/MCC273/Stub 4 dot/Farris 273-A Stub 4 dot Proximal_Q4_Tile_006-001.tif,CA2,Dendritic mitochondria,9504.0,0.792,142.918,87.271,437.355,143.611,-0.076,0.934,4959.049,3536.315,86.263,0.723,,43.0,,MCC Cre -,Proximal,MCC273,Stub 4 dot,Farris 273-A Stub 4 dot Proximal_Q4_Tile_006-001.tif,0.038016,0.28583600000000003,0.174542,0.8747100000000001,0.287222,1.64,MCC273_Stub 4 dot,"[4959.049, 3536.315]",220.7697974474769,39,0.4415395948949538,CA2_Farris 273-A Stub 4 dot Proximal_Q4_Tile_006-001.tif,1.071744,1.553222,0.89425,43,0.18492012088420068,0.035471157291293444
46,MCC Cre -/Proximal/MCC273/Stub 4 dot/Farris 273-A Stub 4 dot Proximal_Q4_Tile_006-001.tif,CA2,Dendritic mitochondria,49872.0,0.917,403.453,160.902,1110.894,390.774,-0.388,0.937,5247.27,2627.086,118.887,0.999,,49.0,,MCC Cre -,Proximal,MCC273,Stub 4 dot,Farris 273-A Stub 4 dot Proximal_Q4_Tile_006-001.tif,0.199488,0.806906,0.321804,2.221788,0.781548,2.51,MCC273_Stub 4 dot,"[5247.27, 2627.086]",624.1636614815066,37,1.2483273229630132,CA2_Farris 273-A Stub 4 dot Proximal_Q4_Tile_006-001.tif,1.700672,2.03446,1.570792,49,0.3841550091916282,0.11729951454483875
3,MCC Cre -/Proximal/MCC273/Stub 4 dot/Farris 273-A Stub 4 dot Proximal_Q4_Tile_004-004.tif,CA2,Dendritic mitochondria,30336.0,0.943,342.208,113.933,854.326,332.096,-1.498,0.973,617.072,2097.8,66.887,1.0,,7.0,,MCC Cre -,Proximal,MCC273,Stub 4 dot,Farris 273-A Stub 4 dot Proximal_Q4_Tile_004-004.tif,0.121344,0.684416,0.227866,1.708652,0.664192,3.0,MCC273_Stub 4 dot,"[617.072, 2097.8]",1157.2509741209983,10,2.314501948241997,CA2_Farris 273-A Stub 4 dot Proximal_Q4_Tile_004-004.tif,3.146368,3.430144,1.15995,7,0.1936338532726323,0.03856637240144827
10,MCC Cre -/Proximal/MCC273/Stub 4 dot/Farris 273-A Stub 4 dot Proximal_Q4_Tile_004-004.tif,CA2,Dendritic mitochondria,28064.0,0.906,293.305,124.284,802.811,293.394,1.449,0.966,1580.82,2738.44,106.21,0.999,,8.0,,MCC Cre -,Proximal,MCC273,Stub 4 dot,Farris 273-A Stub 4 dot Proximal_Q4_Tile_004-004.tif,0.112256,0.5866100000000001,0.248568,1.605622,0.586788,2.36,MCC273_Stub 4 dot,"[1580.82, 2738.44]",1086.88104491568,20,2.17376208983136,CA2_Farris 273-A Stub 4 dot Proximal_Q4_Tile_004-004.tif,2.552192,2.6298960000000005,1.738348,8,0.2231221310652588,0.043984151662570845
5,MCC Cre -/Proximal/MCC273/Stub 4 dot/Farris 273-A Stub 4 dot Proximal_Q4_Tile_004-004.tif,CA2,Dendritic mitochondria,27440.0,0.955,346.108,102.427,846.326,333.996,1.463,0.963,575.38,3631.879,105.782,1.0,,13.0,,MCC Cre -,Proximal,MCC273,Stub 4 dot,Farris 273-A Stub 4 dot Proximal_Q4_Tile_004-004.tif,0.10976,0.692216,0.204854,1.692652,0.667992,3.38,MCC273_Stub 4 dot,"[575.38, 3631.879]",1345.0438060974072,10,2.6900876121948145,CA2_Farris 273-A Stub 4 dot Proximal_Q4_Tile_004-004.tif,1.394688,2.268864,0.848188,13,0.2944169416941694,0.07869860499265786
4,MCC Cre -/Proximal/MCC273/Stub 4 dot/Farris 273-A Stub 4 dot Proximal_Q4_Tile_004-004.tif,CA2,Dendritic mitochondria,84272.0,0.949,586.637,185.655,1620.718,568.082,0.797,0.954,1678.742,670.678,78.681,1.0,,14.0,,MCC Cre -,Proximal,MCC273,Stub 4 dot,Farris 273-A Stub 4 dot Proximal_Q4_Tile_004-004.tif,0.337088,1.173274,0.37131000000000003,3.241436,1.136164,3.16,MCC273_Stub 4 dot,"[1678.742, 670.678]",194.82457495141617,21,0.38964914990283234,CA2_Farris 273-A Stub 4 dot Proximal_Q4_Tile_004-004.tif,3.176128,3.45154,1.391736,14,0.3291759620343383,0.10613174280129768
21,MCC Cre -/Proximal/MCC273/Stub 4 dot/Farris 273-A Stub 4 dot Proximal_Q4_Tile_004-004.tif,CA2,Dendritic mitochondria,22624.0,0.658,196.518,147.993,665.054,199.832,0.594,0.96,1497.393,741.876,119.52,0.66,,14.0,,MCC Cre -,Proximal,MCC273,Stub 4 dot,Farris 273-A Stub 4 dot Proximal_Q4_Tile_004-004.tif,0.090496,0.393036,0.29598599999999997,1.330108,0.399664,1.33,MCC273_Stub 4 dot,"[1497.393, 741.876]",194.82457495141617,4,0.38964914990283234,CA2_Farris 273-A Stub 4 dot Proximal_Q4_Tile_004-004.tif,3.176128,3.45154,1.391736,14,0.11579295039315785,0.028492554456243577
25,MCC Cre -/Proximal/MCC273/Stub 4 dot/Farris 273-A Stub 4 dot Proximal_Q4_Tile_004-004.tif,CA2,Dendritic mitochondria,36784.0,0.808,282.094,166.388,869.924,289.353,1.012,0.975,4196.842,777.098,85.431,1.0,,16.0,,MCC Cre -,Proximal,MCC273,Stub 4 dot,Farris 273-A Stub 4 dot Proximal_Q4_Tile_004-004.tif,0.147136,0.564188,0.332776,1.739848,0.578706,1.7,MCC273_Stub 4 dot,"[4196.842, 777.098]",1738.1536694357612,24,3.4763073388715227,CA2_Farris 273-A Stub 4 dot Proximal_Q4_Tile_004-004.tif,5.507648,4.368508,1.60484,16,0.13247223079367143,0.02671485178428251
20,MCC Cre -/Proximal/MCC273/Stub 4 dot/Farris 273-A Stub 4 dot Proximal_Q4_Tile_004-004.tif,CA2,Dendritic mitochondria,36432.0,0.921,346.057,134.494,931.196,345.393,-0.192,0.969,2160.346,1818.951,80.061,0.764,,18.0,,MCC Cre -,Proximal,MCC273,Stub 4 dot,Farris 273-A Stub 4 dot Proximal_Q4_Tile_004-004.tif,0.145728,0.692114,0.268988,1.862392,0.690786,2.57,MCC273_Stub 4 dot,"[2160.346, 1818.951]",1086.88104491568,10,2.17376208983136,CA2_Farris 273-A Stub 4 dot Proximal_Q4_Tile_004-004.tif,1.149824,2.032898,0.73575,18,0.33980357105964,0.1267393966380942
24,MCC Cre -/Proximal/MCC273/Stub 4 dot/Farris 273-A Stub 4 dot Proximal_Q4_Tile_004-004.tif,CA2,Dendritic mitochondria,48128.0,0.943,430.554,143.568,1136.652,424.539,-1.234,0.968,4967.399,2335.116,111.579,1.0,,23.0,,MCC Cre -,Proximal,MCC273,Stub 4 dot,Farris 273-A Stub 4 dot Proximal_Q4_Tile_004-004.tif,0.192512,0.861108,0.287136,2.273304,0.849078,3.0,MCC273_Stub 4 dot,"[4967.399, 2335.116]",1076.666461926348,32,2.153332923852696,CA2_Farris 273-A Stub 4 dot Proximal_Q4_Tile_004-004.tif,0.8856959999999999,2.001232,0.621804,23,0.4242776449706981,0.21735674542958305
32,MCC Cre -/Proximal/MCC273/Stub 4 dot/Farris 273-A Stub 4 dot Proximal_Q4_Tile_004-004.tif,CA2,Dendritic mitochondria,27456.0,0.941,324.237,109.546,913.037,319.232,0.895,0.941,4162.738,3050.47,74.293,0.912,,28.0,,MCC Cre -,Proximal,MCC273,Stub 4 dot,Farris 273-A Stub 4 dot Proximal_Q4_Tile_004-004.tif,0.10982399999999999,0.6484740000000001,0.219092,1.8260740000000002,0.638464,2.96,MCC273_Stub 4 dot,"[4162.738, 3050.47]",994.7276968924713,38,1.9894553937849426,CA2_Farris 273-A Stub 4 dot Proximal_Q4_Tile_004-004.tif,1.1679359999999999,2.196584,0.735278,28,0.29066222825987986,0.09403254972875226
27,MCC Cre -/Proximal/MCC273/Stub 4 dot/Farris 273-A Stub 4 dot Proximal_Q4_Tile_004-004.tif,CA2,Dendritic mitochondria,24320.0,0.818,236.25,135.977,729.64,249.425,-1.046,0.968,6047.339,2224.842,117.118,1.0,,33.0,,MCC Cre -,Proximal,MCC273,Stub 4 dot,Farris 273-A Stub 4 dot Proximal_Q4_Tile_004-004.tif,0.09727999999999999,0.47250000000000003,0.27195400000000003,1.45928,0.49885,1.74,MCC273_Stub 4 dot,"[6047.339, 2224.842]",1085.5555069530064,24,2.171111013906013,CA2_Farris 273-A Stub 4 dot Proximal_Q4_Tile_004-004.tif,0.782144,1.492484,0.8801,33,0.33424143910420484,0.12437607397103347
30,MCC Cre -/Proximal/MCC273/Stub 4 dot/Farris 273-A Stub 4 dot Proximal_Q4_Tile_004-004.tif,CA2,Dendritic mitochondria,35472.0,0.84,292.295,158.778,878.51,306.276,0.687,0.974,6048.731,902.247,109.587,0.999,,34.0,,MCC Cre -,Proximal,MCC273,Stub 4 dot,Farris 273-A Stub 4 dot Proximal_Q4_Tile_004-004.tif,0.141888,0.58459,0.317556,1.75702,0.612552,1.84,MCC273_Stub 4 dot,"[6048.731, 902.247]",1322.595732523359,27,2.645191465046718,CA2_Farris 273-A Stub 4 dot Proximal_Q4_Tile_004-004.tif,0.5991679999999999,1.158152,0.707908,34,0.5289046688172191,0.23680837427900023
8,MCC Cre -/Proximal/MCC273/Stub 4 dot/Farris 273-A Stub 4 dot Proximal_Q4_Tile_004-002.tif,CA2,Dendritic mitochondria,20640.0,0.783,205.878,128.088,646.125,209.755,0.586,0.971,224.672,1909.884,110.855,1.0,,2.0,,MCC Cre -,Proximal,MCC273,Stub 4 dot,Farris 273-A Stub 4 dot Proximal_Q4_Tile_004-002.tif,0.08256,0.41175599999999996,0.256176,1.2922500000000001,0.41951,1.61,MCC273_Stub 4 dot,"[224.672, 1909.884]",1274.4510693824222,13,2.5489021387648445,CA2_Farris 273-A Stub 4 dot Proximal_Q4_Tile_004-002.tif,0.46348799999999996,1.1368260000000001,0.601106,2,0.3690186536901865,0.17812758906379453
18,MCC Cre -/Proximal/MCC273/Stub 4 dot/Farris 273-A Stub 4 dot Proximal_Q4_Tile_004-002.tif,CA2,Dendritic mitochondria,32080.0,0.865,285.669,143.454,815.296,284.788,-1.491,0.974,1509.372,1447.904,120.365,0.996,,5.0,,MCC Cre -,Proximal,MCC273,Stub 4 dot,Farris 273-A Stub 4 dot Proximal_Q4_Tile_004-002.tif,0.12832,0.571338,0.286908,1.630592,0.5695760000000001,1.99,MCC273_Stub 4 dot,"[1509.372, 1447.904]",1365.2397629720576,8,2.7304795259441152,CA2_Farris 273-A Stub 4 dot Proximal_Q4_Tile_004-002.tif,0.559744,1.007428,0.734846,5,0.5653763842180286,0.22924765607134687
13,MCC Cre -/Proximal/MCC273/Stub 4 dot/Farris 273-A Stub 4 dot Proximal_Q4_Tile_004-002.tif,CA2,Dendritic mitochondria,31776.0,0.888,297.644,137.009,887.48,303.607,-0.773,0.956,125.607,3180.479,96.766,0.999,,11.0,,MCC Cre -,Proximal,MCC273,Stub 4 dot,Farris 273-A Stub 4 dot Proximal_Q4_Tile_004-002.tif,0.127104,0.595288,0.274018,1.77496,0.607214,2.17,MCC273_Stub 4 dot,"[125.607, 3180.479]",1274.4510693824222,8,2.5489021387648445,CA2_Farris 273-A Stub 4 dot Proximal_Q4_Tile_004-002.tif,0.716672,1.8097159999999999,0.662872,11,0.33552999476160905,0.17735309876763708
51,MCC Cre -/Proximal/MCC273/Stub 4 dot/Farris 273-A Stub 4 dot Proximal_Q4_Tile_004-002.tif,CA2,Dendritic mitochondria,34144.0,0.593,232.724,187.471,788.953,241.599,-0.717,0.978,2071.524,3991.358,112.901,1.0,,12.0,,MCC Cre -,Proximal,MCC273,Stub 4 dot,Farris 273-A Stub 4 dot Proximal_Q4_Tile_004-002.tif,0.136576,0.465448,0.374942,1.577906,0.483198,1.24,MCC273_Stub 4 dot,"[2071.524, 3991.358]",684.0867797874772,17,1.3681735595749545,CA2_Farris 273-A Stub 4 dot Proximal_Q4_Tile_004-002.tif,0.4896,1.084548,0.618332,12,0.445529381825424,0.27895424836601307
24,MCC Cre -/Proximal/MCC273/Stub 4 dot/Farris 273-A Stub 4 dot Proximal_Q4_Tile_004-002.tif,CA2,Dendritic mitochondria,27632.0,0.782,238.055,148.231,748.368,244.616,-0.93,0.969,4040.238,3866.334,82.815,1.0,,25.0,,MCC Cre -,Proximal,MCC273,Stub 4 dot,Farris 273-A Stub 4 dot Proximal_Q4_Tile_004-002.tif,0.110528,0.47611000000000003,0.296462,1.496736,0.48923200000000006,1.61,MCC273_Stub 4 dot,"[4040.238, 3866.334]",320.9309427976684,39,0.6418618855953369,CA2_Farris 273-A Stub 4 dot Proximal_Q4_Tile_004-002.tif,1.6088959999999999,1.9145860000000001,1.255946,25,0.25552887151582643,0.06869803890369545
39,MCC Cre -/Proximal/MCC273/Stub 4 dot/Farris 273-A Stub 4 dot Proximal_Q4_Tile_004-002.tif,CA2,Dendritic mitochondria,23088.0,0.418,180.706,164.196,644.569,192.762,-0.84,0.975,4351.091,3786.54,80.085,1.0,,25.0,,MCC Cre -,Proximal,MCC273,Stub 4 dot,Farris 273-A Stub 4 dot Proximal_Q4_Tile_004-002.tif,0.09235199999999999,0.361412,0.328392,1.289138,0.38552400000000003,1.1,MCC273_Stub 4 dot,"[4351.091, 3786.54]",320.9309427976684,24,0.6418618855953369,CA2_Farris 273-A Stub 4 dot Proximal_Q4_Tile_004-002.tif,1.6088959999999999,1.9145860000000001,1.255946,25,0.20136154761394892,0.057400851266955724
9,MCC Cre -/Proximal/MCC273/Stub 4 dot/Farris 273-A Stub 4 dot Proximal_Q4_Tile_004-002.tif,CA2,Dendritic mitochondria,85264.0,0.988,876.493,135.691,2134.291,852.685,-1.252,0.911,332.603,132.059,91.969,1.0,,29.0,,MCC Cre -,Proximal,MCC273,Stub 4 dot,Farris 273-A Stub 4 dot Proximal_Q4_Tile_004-002.tif,0.34105599999999997,1.7529860000000002,0.271382,4.268582,1.7053699999999998,6.46,MCC273_Stub 4 dot,"[332.603, 132.059]",1765.2856265732182,18,3.5305712531464364,CA2_Farris 273-A Stub 4 dot Proximal_Q4_Tile_004-002.tif,2.672384,3.702366,1.1058620000000001,29,0.46061626538273087,0.1276223776223776
35,MCC Cre -/Proximal/MCC273/Stub 4 dot/Farris 273-A Stub 4 dot Proximal_Q4_Tile_004-002.tif,CA2,Dendritic mitochondria,22192.0,0.74,205.68,138.285,650.811,209.411,-0.48,0.973,5800.196,2540.522,78.379,1.0,,38.0,,MCC Cre -,Proximal,MCC273,Stub 4 dot,Farris 273-A Stub 4 dot Proximal_Q4_Tile_004-002.tif,0.088768,0.41136,0.27657,1.301622,0.418822,1.49,MCC273_Stub 4 dot,"[5800.196, 2540.522]",475.885744623644,50,0.9517714892472879,CA2_Farris 273-A Stub 4 dot Proximal_Q4_Tile_004-002.tif,2.272064,2.63673,1.2085940000000002,38,0.15884144375798812,0.039069321990929835
50,MCC Cre -/Proximal/MCC273/Stub 4 dot/Farris 273-A Stub 4 dot Proximal_Q4_Tile_004-002.tif,CA2,Dendritic mitochondria,2944.0,0.984,147.896,26.714,327.314,144.17,-0.004,0.962,6132.652,2200.022,60.849,0.789,,38.0,,MCC Cre -,Proximal,MCC273,Stub 4 dot,Farris 273-A Stub 4 dot Proximal_Q4_Tile_004-002.tif,0.011776,0.295792,0.053427999999999996,0.6546280000000001,0.28834,5.54,MCC273_Stub 4 dot,"[6132.652, 2200.022]",475.885744623644,35,0.9517714892472879,CA2_Farris 273-A Stub 4 dot Proximal_Q4_Tile_004-002.tif,2.272064,2.63673,1.2085940000000002,38,0.10935514823284902,0.005182952592884708
47,MCC Cre -/Proximal/MCC273/Stub 4 dot/Farris 273-A Stub 4 dot Proximal_Q4_Tile_004-002.tif,CA2,Dendritic mitochondria,4560.0,0.97,161.759,39.057,395.213,168.146,1.536,0.961,3997.682,14.833,61.478,0.898,,41.0,,MCC Cre -,Proximal,MCC273,Stub 4 dot,Farris 273-A Stub 4 dot Proximal_Q4_Tile_004-002.tif,0.01824,0.323518,0.078114,0.7904260000000001,0.336292,4.14,MCC273_Stub 4 dot,"[3997.682, 14.833]",2270.3167362914364,37,4.540633472582873,CA2_Farris 273-A Stub 4 dot Proximal_Q4_Tile_004-002.tif,1.289984,2.31764,0.776472,41,0.14510105106919108,0.014139710259972215
3,MCC Cre -/Proximal/MCC273/Stub 4 dot/Farris 273-A Stub 4 dot Proximal_Q4_Tile_002-003.tif,CA2,Dendritic mitochondria,20560.0,0.816,213.115,123.17,642.811,212.812,1.397,0.968,1721.4,2037.267,67.972,1.0,,7.0,,MCC Cre -,Proximal,MCC273,Stub 4 dot,Farris 273-A Stub 4 dot Proximal_Q4_Tile_002-003.tif,0.08224,0.42623000000000005,0.24634,1.285622,0.42562400000000006,1.73,MCC273_Stub 4 dot,"[1721.4, 2037.267]",980.1322917060736,4,1.9602645834121473,CA2_Farris 273-A Stub 4 dot Proximal_Q4_Tile_002-003.tif,2.440384,2.689392,1.326978,7,0.15826030567503738,0.03369961448690042
