Subregion,Animal,Basal,Proximal,Distal
CA1,MCC270,0.3987589878253466,0.3503503342491137,0.3699290397671051
CA1,MCC273,0.34905020430435785,0.34444757035729184,0.40659837703243307
CA1,MCC276,0.3774861797932228,0.34414853910611587,0.41411438659016864
CA2,MCC270,0.3978061256124945,0.3280682904967127,0.41301922277759934
CA2,MCC273,0.3352595667149798,0.3367936847103514,0.3880229248277633
CA2,MCC276,0.3546248589990112,0.3485612634919109,0.3988018796685089
