Subregion,Animal,Basal,Proximal,Distal
CA1,MCC270,0.1936704506363949,0.11869600385136622,0.1280746395250212
CA1,MCC273,0.12552939183466036,0.12913490508659156,0.12999766191255555
CA1,MCC276,0.16387238554309325,0.11014167934043063,0.1311702078628382
CA2,MCC270,0.13799111420855475,0.07477081626973821,0.15935937701315156
CA2,MCC273,0.10876672485181513,0.08380197289573155,0.12421293646250717
CA2,MCC276,0.12159768078595588,0.1072579637726421,0.14838530838530842
