Subregion,Animal,Basal,Proximal,Distal
CA1,MCC270,0.175872,0.136832,0.127488
CA1,MCC273,0.12896,0.121088,0.123776
CA1,MCC276,0.139488,0.11475199999999999,0.118208
CA2,MCC270,0.16441599999999998,0.1528,0.18652799999999997
CA2,MCC273,0.150144,0.122624,0.140096
CA2,MCC276,0.18662399999999998,0.14176,0.164352
