CA2,CA2,CA2,CA1,CA1,CA1
Basal,Proximal,Distal,Basal,Proximal,Distal
0.379816,0.696736,1.017794,0.942416,1.2880639999999999,0.346208
0.908802,0.631382,1.35413,0.620454,0.2934,1.0728499999999999
0.23914,0.691158,0.709662,0.9182960000000001,0.440654,0.713272
0.367614,0.680534,1.19144,0.980908,0.587006,0.749798
2.7164720000000004,1.4242979999999998,0.59427,0.450564,2.001234,0.358022
1.013164,4.420938,1.401372,0.684002,1.088016,1.5807259999999999
0.66854,0.6321939999999999,0.968836,0.485572,0.5423239999999999,0.563848
0.944848,0.527394,0.9624900000000001,0.49594,0.73129,1.14147
0.5490539999999999,0.76285,0.503492,0.5381440000000001,0.865842,0.5374800000000001
0.5748920000000001,1.2131800000000001,0.543784,0.51255,0.4328,1.054142
0.5606319999999999,0.384832,0.673076,0.5313,0.909484,0.911562
0.728,0.785644,1.311576,0.935694,0.74846,0.39468400000000003
0.47833800000000004,0.398156,0.694058,0.801172,0.483176,1.071412
0.514308,0.822172,0.567566,0.633066,0.8400540000000001,0.626804
1.054434,1.1088019999999998,0.787828,0.882344,0.412646,1.2931119999999998
0.729704,0.448896,2.922518,0.29415600000000003,0.521294,2.573134
0.45113600000000004,3.561518,0.764158,0.878728,0.9868020000000001,0.621742
0.31802600000000003,0.6922,0.629212,0.318496,0.369388,0.811424
0.660876,0.514996,0.5368379999999999,0.790342,0.724942,1.392678
0.605194,2.8734800000000003,1.229174,0.83605,0.363236,1.020832
1.703102,3.4366260000000004,0.697882,1.8819780000000002,0.6311420000000001,0.8964300000000001
0.5165299999999999,0.780802,0.526908,0.52093,1.230038,0.970674
0.54847,0.42643200000000003,5.149516,0.351392,0.557078,0.3644
0.867052,0.452548,0.869908,0.700472,0.777506,1.056804
0.322894,0.42415600000000003,0.839354,0.423368,1.0659480000000001,0.475046
0.595022,0.261602,1.0023980000000001,1.25437,0.515958,0.587732
0.39517,0.827566,1.080084,0.569678,0.36499400000000004,0.40826
0.6276079999999999,0.40154199999999995,1.108166,0.39727,0.51648,0.89303
0.61072,0.35777,0.355848,0.441438,0.76483,0.54799
0.7874140000000001,3.4645540000000006,0.6956,0.485242,0.441438,0.481664
1.23522,0.7685879999999999,1.233388,0.590596,0.826268,0.845506
0.632608,0.664678,0.79271,0.37608600000000003,1.409138,0.408044
1.3358320000000001,0.5700000000000001,1.2238060000000002,0.446268,0.595964,0.659408
0.813616,0.221278,1.599432,0.31321,0.5392319999999999,0.506616
0.26585000000000003,0.478464,0.766042,0.939548,0.757638,0.861954
0.847502,1.332404,5.737126,0.384666,1.675958,0.652922
0.29944600000000005,0.54231,0.350342,0.7291880000000001,0.406964,0.775848
2.576896,0.55956,2.992408,0.786804,0.575726,0.8483980000000001
0.284486,1.39729,0.422412,0.6043339999999999,0.7501680000000001,0.68567
0.41951,0.709932,0.491202,0.9581520000000001,0.49914,0.534452
1.451014,0.36096,1.657478,1.165684,0.44481400000000004,0.717908
0.567492,0.440876,0.275856,0.93352,0.492476,0.33906400000000003
0.284008,1.0362339999999999,1.3454300000000001,0.708308,0.382942,0.935418
0.89346,0.8612200000000001,1.95059,1.228784,1.393126,2.289254
1.087558,0.42177800000000004,0.902852,0.522552,0.294054,0.484086
1.1156780000000002,0.49938,0.29288200000000003,0.635688,1.038424,0.737564
1.092988,1.014252,2.013758,0.392902,0.372542,0.8641300000000001
1.61806,0.910174,0.263492,0.47711200000000004,1.09165,0.330412
1.0678539999999999,0.644236,0.321726,0.495084,0.33624400000000004,0.360272
0.7489439999999999,0.677492,0.412238,0.505018,0.47977,0.43352
0.995372,0.705354,0.44158400000000003,0.771722,0.433848,0.598014
0.7342200000000001,0.838524,0.403292,0.40826,0.40208,1.931378
0.421166,0.342706,0.538906,0.483144,6.166129999999999,0.6247720000000001
0.478752,0.676618,1.948886,1.52423,0.50259,0.43527
0.680132,1.358174,0.577584,0.80222,0.51241,0.7356
0.46113400000000004,1.09081,2.359198,0.507594,0.7060460000000001,1.7916880000000002
0.869502,3.4577600000000004,1.202472,0.552568,0.799212,1.1595540000000002
1.1907,0.511988,0.559142,0.583112,0.833204,0.627764
0.452428,1.27504,0.190378,0.6287,0.628028,0.43584
0.28895,1.091768,0.21523,0.333928,0.7969940000000001,0.57355
0.389178,0.6235539999999999,1.46979,0.6912480000000001,0.9046040000000001,0.372864
1.187484,0.7220420000000001,0.724566,0.6129439999999999,0.607322,0.82369
1.266204,1.226138,1.6800760000000001,0.8760359999999999,0.468158,1.627012
0.481332,0.951346,0.470426,0.707656,0.580776,1.195032
0.323976,0.424948,1.240914,0.503746,0.964456,0.42643200000000003
0.837054,0.6162240000000001,0.724832,0.982274,1.018314,0.494792
0.600536,0.919478,2.0416440000000002,0.7668740000000001,0.619936,0.476642
1.305892,0.359694,0.9774740000000001,0.566194,0.6214339999999999,0.485078
1.872946,0.410644,0.784652,1.3119100000000001,0.825806,2.643076
0.590268,4.531186,0.92479,0.780126,0.45845,3.330944
0.717016,0.966528,0.47168200000000005,0.32756599999999997,0.629568,1.6974680000000002
0.41937599999999997,0.7892480000000001,0.32890800000000003,0.359556,4.7348479999999995,0.766426
2.4799140000000004,2.213766,0.45452800000000004,0.43473200000000006,1.492758,0.675352
0.493478,0.545046,0.69368,1.56898,0.58641,0.796756
1.2370940000000001,0.42513,0.39283999999999997,0.987606,0.5671860000000001,0.46234600000000003
0.368896,4.83569,1.081896,1.22098,0.614186,0.236686
0.9582999999999999,0.690858,0.665266,1.611736,0.707314,0.561616
0.498546,0.36339,1.587846,1.013192,0.621974,0.513062
0.8764500000000001,0.908802,0.702012,0.538014,0.762578,0.75675
0.40857400000000005,1.089862,0.6914020000000001,0.948914,0.5340860000000001,2.0187340000000003
0.45113600000000004,0.606646,0.466274,1.7787739999999999,1.8147739999999999,0.563904
1.19846,4.269286,0.908378,0.503658,0.4272,1.034472
0.5813780000000001,1.926222,0.782594,0.524004,0.43562,0.9523020000000001
0.49673,0.702012,2.790992,0.761506,0.8551040000000001,0.71493
0.49697,0.45407000000000003,0.49944400000000005,1.843464,0.7422799999999999,0.381182
0.36776600000000004,0.635232,1.116396,0.506596,1.191256,1.079202
0.57238,0.579492,1.05868,0.5661280000000001,0.532634,1.486372
0.660522,1.038424,1.2274859999999999,0.5055419999999999,0.81132,1.04346
0.7611380000000001,1.034804,0.711766,0.418306,0.550726,0.828206
3.154966,0.47711200000000004,1.0724420000000001,2.17839,0.284344,0.7038500000000001
0.22585,3.077066,0.580294,1.375018,0.571486,0.59443
0.571234,0.553206,0.42294600000000004,0.363186,0.324172,0.700472
0.931338,0.34176,0.6500220000000001,1.155518,0.450564,2.728062
1.004932,0.815414,0.5079400000000001,0.5727720000000001,0.6010019999999999,1.305144
0.375238,0.86885,0.475988,0.721146,0.9683959999999999,1.08767
0.328736,0.446788,0.488,1.22251,0.772126,1.46732
1.100932,1.373976,0.721944,1.7395360000000002,0.8725700000000001,0.319782
0.8818,0.518088,0.550726,0.44289999999999996,0.91989,0.49156400000000006
0.5263,1.4145539999999999,0.712902,0.546806,0.58288,0.590592
0.82229,0.588506,1.2316099999999999,1.0359880000000001,1.435054,1.060014
0.6061559999999999,0.672408,1.875676,0.45035000000000003,0.5052679999999999,0.392326
0.9777619999999999,0.39517,1.34676,0.446268,1.28538,0.40718000000000004
0.251078,1.263924,0.8656140000000001,0.27119,0.76154,2.18411
0.606106,0.6172880000000001,0.5452480000000001,0.834536,1.3084719999999999,0.613088
0.93962,0.384832,0.690508,0.706386,0.6176079999999999,0.29899200000000004
0.805354,0.5503640000000001,0.755506,4.320142000000001,0.5275639999999999,0.529154
0.85673,0.9178780000000001,0.5496219999999999,0.810176,0.8327140000000001,0.311082
0.94813,0.877918,0.526654,1.176416,0.637824,0.39517
1.013684,0.41704199999999997,0.9877340000000001,0.261726,2.3013339999999998,0.5338959999999999
0.741364,0.8367680000000001,1.830236,0.643394,0.921124,0.372864
1.090404,0.402632,0.524324,0.23352,0.537226,0.42977600000000005
0.39176,0.391372,0.8543540000000001,0.464314,1.35278,0.47922000000000003
0.8122659999999999,2.485544,1.5717919999999999,0.5270940000000001,0.482476,0.604546
1.4907460000000001,0.563848,0.7849,0.871968,1.348296,1.714672
0.558702,0.289254,1.287766,0.527412,0.74751,1.197124
1.4695259999999999,1.154774,0.910244,0.8841019999999999,0.544058,0.9075059999999999
0.586788,0.657608,1.238762,0.382942,0.559804,0.427818
1.2704300000000002,0.653768,0.63879,0.47781599999999996,0.929932,0.8291520000000001
0.341976,0.516034,5.032418000000001,0.5422319999999999,1.684078,0.7522260000000001
0.61791,1.13352,0.984358,0.417852,0.754972,0.4556
0.5763780000000001,1.6372080000000002,0.611898,0.321726,0.926412,0.590592
0.9528,0.5407580000000001,0.535764,0.5676100000000001,0.48887200000000003,0.469132
0.89718,0.966746,0.555932,0.359226,1.241252,0.8977480000000001
0.632608,0.7288479999999999,1.420086,0.390036,1.03567,1.254638
0.851476,0.85949,0.965352,0.492686,0.496488,0.390718
0.6085320000000001,3.7146800000000004,0.483794,0.425456,1.55473,0.568168
0.696842,1.0759120000000002,1.248828,0.4844,2.575274,0.353638
1.263284,0.35057,0.875918,0.490832,0.640516,0.42012
1.1831180000000001,0.435698,1.6384,0.657344,0.35506,0.32329
0.846894,0.978408,1.02472,0.39440600000000003,0.412646,0.46769600000000006
0.8981760000000001,0.906862,1.1800760000000001,0.31923,2.39069,0.9228500000000001
0.400524,0.32703,0.66534,6.446738000000001,0.7316520000000001,1.0847280000000001
0.578218,0.77501,0.6765700000000001,0.931006,0.728044,0.322094
0.665924,0.469552,0.799002,0.29944600000000005,0.639014,0.6413139999999999
0.436716,1.68459,0.489506,0.7283540000000001,0.9801660000000001,0.7451760000000001
0.38463400000000003,2.297902,0.8605119999999999,0.32249,0.438544,0.342024
