Subregion,Animal,Basal,Proximal,Distal
CA1,MCC270,0.19609179731879117,0.15038629693956998,0.16373509018564958
CA1,MCC273,0.14640538179103152,0.143583945732052,0.17825232746996497
CA1,MCC276,0.1952366950896795,0.14035320674545215,0.18231902070770117
CA2,MCC270,0.18275671357463283,0.12269764805894019,0.19864356899486676
CA2,MCC273,0.13701186727024303,0.11823062558356677,0.16025641025641027
CA2,MCC276,0.1534811436138418,0.13707542513572937,0.18573832562053008
