Subregion,Basal,Basal,Basal,Proximal,Proximal,Proximal,Distal,Distal,Distal
,MCC270,MCC273,MCC276,MCC270,MCC273,MCC276,MCC270,MCC273,MCC276
CA1,0.6287,0.5718570000000001,0.575212,0.619936,0.579092,0.520634,0.620931,0.65223,0.6631330000000001
CA2,0.7184020000000001,0.646771,0.704298,0.7480979999999999,0.627838,0.6586559999999999,0.7692620000000001,0.696944,0.715766
