CA2,CA2,CA2,CA1,CA1,CA1
Basal,Proximal,Distal,Basal,Proximal,Distal
0.2222107812737676,0.3658075070931593,0.4793164637557761,0.33913226221560727,0.20733521476639635,0.2806284895370628
0.334997504480508,0.13904660726736337,0.4455509396142307,0.4593941027342083,0.1950457123256774,0.4128181606899067
0.1296234664330835,0.22486247808824048,0.2090151404926742,0.6275720108361377,0.11938729172329494,0.29245043973841206
0.20756768842995363,0.10876690475999239,0.10417914357548738,0.37464403568809584,0.23422970408602609,0.6195131463056328
0.32727434824566376,0.10146223200599548,0.1785242778895097,0.2563069284626954,0.4675103536158013,0.26728511746384404
0.4804922327463393,0.20053048518134192,0.19747270033874106,0.3643122082581453,0.1686668198713081,0.47215102347373067
0.290652785389391,0.15995089974943685,0.4443231150291635,0.42161546382980203,0.33122177371008354,0.36528236430180855
0.28724009342546797,0.1424555711222169,0.6289443890481532,0.2829312485167132,0.3995886647764834,0.34037058451854413
0.30166231500655466,0.13428888238341852,0.5376786787659127,0.3074015978320848,0.2941386398520422,0.36977518952808164
0.2504694128917476,0.07945328491404648,0.4202231098840383,0.2554033085080619,0.712470796384305,0.33258023610937476
0.3106523519990317,0.20575089392133494,0.2739049273108072,0.2953504402739482,0.3042611360218152,0.17708649604400709
0.29018129343283605,0.08002193272878927,0.4382661466235178,0.32879199003181475,0.3426192002913213,0.397894007456256
0.6658971042622903,0.1290963253143919,0.4700530987659985,0.34886653603309387,0.089602079783822,0.24565358598991605
0.19519331294637285,0.3664723335950692,0.6069338584825472,0.37921722868428337,0.10789312878303896,0.311938912174614
0.26603669935475593,0.6615059633958318,0.2481655375536828,0.5944176170047643,0.3423503366510539,0.35056031641397495
0.3352573360923244,0.21034581408050215,0.2941032856418637,0.3082937340563564,0.24303771999979878,0.3912888498254352
0.5799609760162207,0.21514258719873874,0.2655339555578586,0.32868026380360754,0.18716941150127117,0.23953196215399367
0.4617356914607524,0.4514967059137239,0.12477219482787771,0.30667668072486376,0.19515678462492117,0.4950376656883691
0.32872959175494515,0.2857446329045973,0.5900487693386334,0.5635871991283152,0.2917867577803485,0.4109516472709392
0.19610510374221812,0.28100182510441374,0.7485682062068588,0.4831162137048868,0.21752632211458217,0.26804488617612793
0.1571996186539856,0.39313504065011823,0.27160547543783664,0.6364501493409519,0.2029220051483026,0.40505620141521165
0.1970312192746106,0.142704459577942,0.5277658270839075,0.18873769326474582,0.3982250702360751,0.23000199753301712
0.30241034126479455,0.5903042417492077,0.6395534465662637,0.3899459567432002,0.11279926713053952,0.5325974271537645
0.4205400706182193,0.6870348718335553,0.46895292207792205,0.5134830422868906,0.1160462930050994,0.38613917957954225
0.18749541724654378,0.26862470385852394,0.17313484649801553,0.3987589878253466,0.3189912725190612,0.7288431551489979
0.25668974270652367,0.30358775929015647,0.26271400026496333,0.33954089421792205,0.2627293056681814,0.29710607337649936
0.2767347386912605,0.3120451773749765,0.3040821880567068,0.3517686054926679,0.1837207634002312,0.20841382504604453
0.1994502507844736,0.20653160976690327,0.5726884311285788,0.09001878459798923,0.3747624249589777,0.4292070261947667
0.18901384165482332,0.3246488869744116,0.3918538119372104,0.3456857991279507,0.3936596458548567,0.33198672747205704
0.2601647747547274,0.22454236602714106,0.4257070854210321,0.2089346718003081,0.5610950180920175,0.39491284632799883
0.2819106072679544,0.07730815091683721,0.4948217268484965,0.4664959487403892,0.2859690203577574,0.2886330197644725
0.34712898997695735,0.25593718811584865,0.4258769907151202,0.26537481265717744,0.16984325450446594,0.3594446954288183
0.3627609515095729,0.1988579438428244,0.28498344628089906,0.40108569631060975,0.22368806674424133,0.19287982967998846
0.3864661610955254,0.43446209220256554,0.7992958474765187,0.37083036354896526,0.12669223693573303,0.23340585971187905
0.2046845253307222,0.29457524711654565,0.6022585613841869,0.49201556355029097,0.17643755201095357,0.42397710923805754
0.49143457306481625,0.23297444359500982,0.38208154763329905,0.2728994744429436,0.36392748382185003,0.4087467174077536
0.5551795708121685,0.22968938843426803,0.46561636561848013,0.27276291081568377,0.15859337557814776,0.3957250144425188
0.19516650954824255,0.4276501403074051,0.5722714829885912,0.4736661501396067,0.13347028479707748,0.4483077828235112
0.2646079303748206,0.6543023220177957,0.7024572776262566,0.26618632787483115,0.12425506908604549,0.2228186751480267
0.31548769879458877,0.45074283141239685,0.5506078636292412,0.5660033624008913,0.5122346291951688,0.4385197917671929
0.2968285345193817,0.5300984309086446,0.26112375163253015,0.37966081821823716,0.30292667206816876,0.40162778037980273
0.1861909102553421,0.05216844751728473,0.6099324031542563,0.6860667135058545,0.32920146520146515,0.2425184008824816
0.1583113564772363,0.40249134389227054,0.15298964354149308,0.39461286814519003,0.5316668350848829,0.22939936323493815
0.24852824531223558,0.6097618348083083,0.849438289001274,0.6227070066599301,0.6316408752741828,0.2757594143477448
0.2501455223946216,0.3182611512589951,0.24416483432638084,0.5103036908131039,0.4185373960763019,0.3100074286840214
0.34885732200384856,0.19458624862639273,0.21588905316861606,0.48411682994589855,0.13977412821736673,0.6845653254717955
0.3223341540643792,0.4379266704986438,0.6302935857126994,0.3507646433896065,0.4411844620225248,0.35050606668033785
0.13382987980775277,0.22011934711929196,0.19202272062815853,0.3438089994840473,0.4456631017666166,0.30194277530433694
0.2861026273414112,0.37200022260651616,0.5115505026040815,0.4929151732377539,0.18461210266898861,0.620895631618621
0.2666025837193016,0.20398233691628911,0.3944867035497918,0.5471863704525557,0.26604160499242624,0.2920523527918479
0.6782622954304255,0.5819819536474052,0.548498096041175,0.4879529575416522,0.19800988027636646,0.4361221545471757
0.4091975940840897,0.30793225361701154,0.18901222298230447,0.31792632233084706,0.3433616427025367,0.2739473236343044
0.5871946206712162,0.17692327052467324,0.5912835389665683,0.3062331241680928,0.29843078590609884,0.33657135256291904
0.35665553288772117,0.23226566228131781,0.15263908536578302,0.5238299180327869,0.47180803163730506,0.31178043400441163
0.21946623125891634,0.2577777958510628,0.2529026030276685,0.25702561475409835,0.2263713213490574,0.5364846414622635
0.27532933664512266,0.6954646037984974,0.38604630255673567,0.3279762221122908,0.5164381215683936,0.38154862304333437
