Subregion,Animal,Basal,Proximal,Distal
CA1,MCC270,0.620454,0.584645,0.5496219999999999
CA1,MCC273,0.546806,0.5585850000000001,0.5346580000000001
CA1,MCC276,0.5445009999999999,0.49113799999999996,0.527412
CA2,MCC270,0.620442,0.6456390000000001,0.713036
CA2,MCC273,0.5565599999999999,0.53714,0.5966079999999999
CA2,MCC276,0.641152,0.583798,0.638952
