Subregion,Basal,Basal,Basal,Proximal,Proximal,Proximal,Distal,Distal,Distal
,MCC270,MCC273,MCC276,MCC270,MCC273,MCC276,MCC270,MCC273,MCC276
CA1,0.620454,0.546806,0.5445009999999999,0.584645,0.5585850000000001,0.49113799999999996,0.5496219999999999,0.5346580000000001,0.527412
CA2,0.620442,0.5565599999999999,0.641152,0.6456390000000001,0.53714,0.583798,0.713036,0.5966079999999999,0.638952
