Subregion,Basal,Basal,Basal,Proximal,Proximal,Proximal,Distal,Distal,Distal
,MCC270,MCC273,MCC276,MCC270,MCC273,MCC276,MCC270,MCC273,MCC276
CA1,0.1936704506363949,0.12552939183466036,0.16387238554309325,0.11869600385136622,0.12913490508659156,0.11014167934043063,0.1280746395250212,0.12999766191255555,0.1311702078628382
CA2,0.13799111420855475,0.10876672485181513,0.12159768078595588,0.07477081626973821,0.08380197289573155,0.1072579637726421,0.15935937701315156,0.12421293646250717,0.14838530838530842
