Layer,Area_um_sq,Group,Metric
Basal,0.170816,MCC Cre -,Area_um_sq
Basal,0.204736,MCC Cre -,Area_um_sq
Basal,0.204736,MCC Cre -,Area_um_sq
Basal,0.164736,MCC Cre -,Area_um_sq
Basal,0.106752,MCC Cre -,Area_um_sq
Basal,0.166144,MCC Cre -,Area_um_sq
Basal,0.1479039999999999,MCC Cre -,Area_um_sq
Basal,0.151744,MCC Cre -,Area_um_sq
Basal,0.177344,MCC Cre -,Area_um_sq
Basal,0.1529599999999999,MCC Cre -,Area_um_sq
Basal,0.13408,MCC Cre -,Area_um_sq
Basal,0.1692799999999999,MCC Cre -,Area_um_sq
Basal,0.165184,MCC Cre -,Area_um_sq
Basal,0.16544,MCC Cre -,Area_um_sq
Basal,0.13888,MCC Cre -,Area_um_sq
Basal,0.174016,MCC Cre -,Area_um_sq
Basal,0.152064,MCC Cre -,Area_um_sq
Basal,0.128064,MCC Cre -,Area_um_sq
Basal,0.157824,MCC Cre -,Area_um_sq
Basal,0.1786879999999999,MCC Cre -,Area_um_sq
Basal,0.15072,MCC Cre -,Area_um_sq
Basal,0.194816,MCC Cre -,Area_um_sq
Basal,0.2081279999999999,MCC Cre -,Area_um_sq
Basal,0.22291199999999994,MCC Cre -,Area_um_sq
Basal,0.167424,MCC Cre -,Area_um_sq
Basal,0.13504,MCC Cre -,Area_um_sq
Basal,0.17056,MCC Cre -,Area_um_sq
Basal,0.1604479999999999,MCC Cre -,Area_um_sq
Basal,0.2079359999999999,MCC Cre -,Area_um_sq
Basal,0.215616,MCC Cre -,Area_um_sq
Basal,0.192576,MCC Cre -,Area_um_sq
Basal,0.1671679999999999,MCC Cre -,Area_um_sq
Basal,0.1479039999999999,MCC Cre -,Area_um_sq
Basal,0.194816,MCC Cre -,Area_um_sq
Basal,0.167296,MCC Cre -,Area_um_sq
Basal,0.1504,MCC Cre -,Area_um_sq
Basal,0.225984,MCC Cre -,Area_um_sq
Basal,0.127744,MCC Cre -,Area_um_sq
Basal,0.191168,MCC Cre -,Area_um_sq
Basal,0.1849599999999999,MCC Cre -,Area_um_sq
Basal,0.152448,MCC Cre -,Area_um_sq
Basal,0.164928,MCC Cre -,Area_um_sq
Basal,0.12492799999999996,MCC Cre -,Area_um_sq
Basal,0.1167359999999999,MCC Cre -,Area_um_sq
Basal,0.13478399999999996,MCC Cre -,Area_um_sq
Basal,0.195264,MCC Cre -,Area_um_sq
Basal,0.2094079999999999,MCC Cre -,Area_um_sq
Basal,0.136384,MCC Cre -,Area_um_sq
Basal,0.1706879999999999,MCC Cre -,Area_um_sq
Basal,0.164736,MCC Cre -,Area_um_sq
Basal,0.1633919999999999,MCC Cre -,Area_um_sq
Basal,0.1529599999999999,MCC Cre -,Area_um_sq
Basal,0.2079359999999999,MCC Cre -,Area_um_sq
Basal,0.160352,MCC Cre -,Area_um_sq
Basal,0.21696,MCC Cre -,Area_um_sq
Basal,0.156544,MCC Cre -,Area_um_sq
Basal,0.1529599999999999,MCC Cre -,Area_um_sq
Basal,0.19091199999999992,MCC Cre -,Area_um_sq
Basal,0.17532799999999998,MCC Cre -,Area_um_sq
Basal,0.163008,MCC Cre -,Area_um_sq
Basal,0.182464,MCC Cre -,Area_um_sq
Basal,0.174784,MCC Cre -,Area_um_sq
Basal,0.1129599999999999,MCC Cre -,Area_um_sq
Basal,0.167232,MCC Cre -,Area_um_sq
Basal,0.12054399999999996,MCC Cre -,Area_um_sq
Basal,0.146304,MCC Cre -,Area_um_sq
Basal,0.174208,MCC Cre -,Area_um_sq
Basal,0.131904,MCC Cre -,Area_um_sq
Basal,0.1633919999999999,MCC Cre -,Area_um_sq
Basal,0.181888,MCC Cre -,Area_um_sq
Basal,0.15081599999999995,MCC Cre -,Area_um_sq
Basal,0.1849599999999999,MCC Cre -,Area_um_sq
Basal,0.129024,MCC Cre -,Area_um_sq
Basal,0.153408,MCC Cre -,Area_um_sq
Basal,0.167424,MCC Cre -,Area_um_sq
Basal,0.146816,MCC Cre -,Area_um_sq
Basal,0.200512,MCC Cre -,Area_um_sq
Basal,0.154304,MCC Cre -,Area_um_sq
Basal,0.16352,MCC Cre -,Area_um_sq
Basal,0.1984,MCC Cre -,Area_um_sq
Basal,0.127936,MCC Cre -,Area_um_sq
Basal,0.1556479999999999,MCC Cre -,Area_um_sq
Basal,0.1328,MCC Cre -,Area_um_sq
Basal,0.194816,MCC Cre -,Area_um_sq
Basal,0.1500159999999999,MCC Cre -,Area_um_sq
Basal,0.114496,MCC Cre -,Area_um_sq
Basal,0.14848,MCC Cre -,Area_um_sq
Basal,0.154752,MCC Cre -,Area_um_sq
Basal,0.174016,MCC Cre -,Area_um_sq
Basal,0.1288959999999999,MCC Cre -,Area_um_sq
Basal,0.208832,MCC Cre -,Area_um_sq
Basal,0.15456,MCC Cre -,Area_um_sq
Basal,0.165184,MCC Cre -,Area_um_sq
Basal,0.1328,MCC Cre -,Area_um_sq
Basal,0.12083199999999995,MCC Cre -,Area_um_sq
Basal,0.13952,MCC Cre -,Area_um_sq
Basal,0.1617279999999999,MCC Cre -,Area_um_sq
Basal,0.195072,MCC Cre -,Area_um_sq
Basal,0.180224,MCC Cre -,Area_um_sq
Basal,0.165184,MCC Cre -,Area_um_sq
Basal,0.18396799999999996,MCC Cre -,Area_um_sq
Basal,0.146304,MCC Cre -,Area_um_sq
Basal,0.20224,MCC Cre -,Area_um_sq
Basal,0.1376,MCC Cre -,Area_um_sq
Basal,0.17664,MCC Cre -,Area_um_sq
Basal,0.13408,MCC Cre -,Area_um_sq
Basal,0.124288,MCC Cre -,Area_um_sq
Basal,0.14534399999999995,MCC Cre -,Area_um_sq
Basal,0.168384,MCC Cre -,Area_um_sq
Basal,0.167104,MCC Cre -,Area_um_sq
Basal,0.180992,MCC Cre -,Area_um_sq
Basal,0.177792,MCC Cre -,Area_um_sq
Basal,0.142336,MCC Cre -,Area_um_sq
Basal,0.16566399999999995,MCC Cre -,Area_um_sq
Basal,0.1953919999999999,MCC Cre -,Area_um_sq
Basal,0.203584,MCC Cre -,Area_um_sq
Basal,0.1479039999999999,MCC Cre -,Area_um_sq
Basal,0.14848,MCC Cre -,Area_um_sq
Basal,0.129408,MCC Cre -,Area_um_sq
Basal,0.142592,MCC Cre -,Area_um_sq
Basal,0.167296,MCC Cre -,Area_um_sq
Basal,0.144128,MCC Cre -,Area_um_sq
Basal,0.13513599999999998,MCC Cre -,Area_um_sq
Basal,0.255168,MCC Cre -,Area_um_sq
Basal,0.167424,MCC Cre -,Area_um_sq
Basal,0.130688,MCC Cre -,Area_um_sq
Basal,0.160832,MCC Cre -,Area_um_sq
Basal,0.1602559999999999,MCC Cre -,Area_um_sq
Basal,0.152064,MCC Cre -,Area_um_sq
Basal,0.174784,MCC Cre -,Area_um_sq
Basal,0.1313919999999999,MCC Cre -,Area_um_sq
Basal,0.142784,MCC Cre -,Area_um_sq
Basal,0.1711359999999999,MCC Cre -,Area_um_sq
Basal,0.11999999999999994,MCC Cre -,Area_um_sq
Basal,0.1571199999999999,MCC Cre -,Area_um_sq
Basal,0.19168,MCC Cre -,Area_um_sq
Basal,0.123904,MCC Cre -,Area_um_sq
Basal,0.154752,MCC Cre -,Area_um_sq
Basal,0.153216,MCC Cre -,Area_um_sq
Basal,0.154752,MCC Cre -,Area_um_sq
Basal,0.172736,MCC Cre -,Area_um_sq
Basal,0.176512,MCC Cre -,Area_um_sq
Basal,0.149568,MCC Cre -,Area_um_sq
Basal,0.185024,MCC Cre -,Area_um_sq
Basal,0.178176,MCC Cre -,Area_um_sq
Basal,0.185024,MCC Cre -,Area_um_sq
Basal,0.17184,MCC Cre -,Area_um_sq
Basal,0.1318399999999999,MCC Cre -,Area_um_sq
Basal,0.1878399999999999,MCC Cre -,Area_um_sq
Basal,0.17536,MCC Cre -,Area_um_sq
Basal,0.15744,MCC Cre -,Area_um_sq
