Basal,Proximal,Distal
0.1616,0.156352,0.127616
0.177792,0.148032,0.1701119999999999
0.1849599999999999,0.1278719999999999,0.154688
0.1568,0.15388799999999994,0.124512
0.13888,0.150912,0.185408
0.159872,0.112064,0.152384
0.1616,0.131328,0.150528
0.148864,0.1231999999999999,0.163072
0.132096,0.134656,0.13344
0.134848,0.130048,0.1550079999999999
0.162816,0.161024,0.18752
0.163072,0.138176,0.14364799999999994
0.143296,0.116352,0.163328
0.1665279999999999,0.1335039999999999,0.15808
0.1984,0.1336959999999999,0.1688319999999999
0.149568,0.1452159999999999,0.148032
0.153536,0.152064,0.162528
0.130496,0.11936,0.153408
0.194816,0.1529599999999999,0.15385599999999994
0.161984,0.14819199999999993,0.17756799999999995
0.185024,0.12566399999999994,0.15987200000000001
0.147328,0.1118079999999999,0.174144
0.154304,0.13696,0.14255999999999996
0.2133759999999999,0.135616,0.177728
0.16671999999999998,0.15264,0.146816
0.129024,0.16512,0.177728
0.2094079999999999,0.154752,0.143488
0.129024,0.123136,0.15945599999999993
0.1504,0.130496,0.1439359999999999
0.14918399999999993,0.1278719999999999,0.1857919999999999
0.259392,0.1374719999999999,0.1673599999999999
0.17664,0.1255679999999999,0.16982399999999995
0.1665279999999999,0.136704,0.146816
0.157184,0.12544,0.16739199999999993
0.13952,0.132288,0.17465599999999998
0.145664,0.158272,0.165312
0.1353599999999999,0.153696,0.163552
0.1617279999999999,0.14112,0.176448
0.1245439999999999,0.13408,0.145088
0.1899519999999999,0.153216,0.1671679999999999
0.146368,0.136576,0.17056
0.14912,0.14112,0.17376
0.139456,0.117184,0.167296
0.146304,0.14112,0.144256
0.1696,0.134464,0.21952
0.15744,0.1091839999999999,0.1265919999999999
0.1500159999999999,0.1098239999999999,0.142784
0.135424,0.1189119999999999,0.137984
0.138752,0.1569279999999999,0.1604479999999999
0.161472,0.136576,0.1843199999999999
0.1615359999999999,0.191744,0.162624
0.13408,0.140544,0.1650559999999999
0.17257599999999995,0.142656,0.149248
0.198592,0.1488,0.156352
0.149568,0.1215359999999999,0.17856
0.143296,0.150528,0.2216959999999999
0.15072,0.148096,0.142208
0.14496,0.1383039999999999,0.157504
0.182592,0.124736,0.151168
0.169984,0.130688,0.174848
0.147328,0.1351679999999999,0.15462399999999998
0.153408,0.1333119999999999,0.155136
0.16544,0.159744,0.163808
0.1571199999999999,0.1313919999999999,0.1671679999999999
0.178816,0.121472,0.158208
0.178176,0.196352,0.131648
0.1407999999999999,0.12265599999999995,0.150976
0.242304,0.162688,0.1803519999999999
0.125888,0.152448,0.160832
0.155328,0.122624,0.163328
0.133632,0.1876479999999999,0.208832
0.1556479999999999,0.135872,0.12780799999999998
0.185024,0.15136,0.191872
0.168896,0.14848,0.126016
0.137856,0.107456,0.2102399999999999
0.178176,0.1210239999999999,0.140928
0.128384,0.130496,0.149248
0.13088,0.129152,0.179328
0.125824,0.119424,0.13935999999999998
0.16195199999999998,0.105888,0.167488
0.221568,0.149888,0.1774079999999999
0.162816,0.140544,0.11648
0.138368,0.14,0.1744639999999999
0.12976,0.130048,0.152384
0.1805439999999999,0.156544,0.13891199999999998
0.130688,0.120832,0.132096
0.210816,0.17248,0.155136
0.215616,0.100832,0.1951999999999999
0.159104,0.159808,0.191552
0.1740799999999999,0.145472,0.180416
0.193408,0.166592,0.142592
0.1437439999999999,0.113728,0.164608
0.167232,0.1190399999999999,0.144128
0.178176,0.14304,0.14403199999999994
0.131136,0.1608639999999999,0.180416
0.183936,0.1249919999999999,0.15328
0.164736,0.12128,0.1368319999999999
0.1709439999999999,0.147456,0.1579519999999999
0.198848,0.1121279999999999,0.164544
0.167424,0.162112,0.1625599999999999
0.166144,0.1706879999999999,0.188032
0.176512,0.125824,0.1479039999999999
0.206848,0.135488,0.149888
0.15488,0.1098239999999999,0.1475199999999999
0.115072,0.149568,0.16175999999999996
0.15222399999999994,0.1243519999999999,0.189632
0.174848,0.155904,0.1678079999999999
0.177344,0.134656,0.1696639999999999
0.165568,0.1104639999999999,0.151552
0.170176,0.125632,0.174144
0.143296,0.176416,0.16131199999999996
0.168896,0.148864,0.182784
0.1692799999999999,0.11008,0.179136
0.14432,0.1146239999999999,0.147552
0.1255679999999999,0.128512,0.17248
0.202176,0.13014399999999998,0.1610879999999999
0.176256,0.164544,0.140928
0.144128,0.14976,0.166144
0.161472,0.12780799999999995,0.18336
0.1571199999999999,0.148864,0.166272
0.207552,0.145728,0.15983999999999998
0.176512,0.127744,0.1675519999999999
0.146304,0.162496,0.156352
0.155136,0.117504,0.1437439999999999
0.17472,0.124736,0.144064
0.140992,0.139328,0.146816
0.16336,0.158848,0.177728
0.210752,0.166848,0.199936
0.178816,0.141376,0.149568
0.1126399999999999,0.142464,0.159552
0.1500159999999999,0.104,0.151104
0.2104319999999999,0.1146239999999999,0.164992
0.169216,0.113344,0.145152
0.167104,0.11552,0.1801279999999999
0.167424,0.110272,0.147648
0.1429119999999999,0.122624,0.1704959999999999
0.1962239999999999,0.1740799999999999,0.165312
0.168896,0.1249919999999999,0.150976
0.159872,0.154368,0.126848
0.118464,0.13487999999999994,0.1617279999999999
0.15072,0.147328,0.159872
0.221568,0.133952,0.150528
0.2028799999999999,0.142592,0.14374399999999998
0.2257279999999999,0.1041919999999999,0.168768
0.192576,0.17580799999999996,0.155136
0.2177919999999999,0.100352,0.155136
0.183616,0.145728,0.17536
0.178304,0.1384959999999999,0.1713279999999999
0.161472,0.144448,0.172864
0.176896,0.096704,0.155072
0.155584,0.1305599999999999,0.162176
0.137792,0.1481279999999999,0.1210239999999999
0.144256,0.130752,0.13792
0.1604479999999999,0.1372799999999999,0.22688
0.15008,0.122624,0.174976
0.14912,0.117504,0.147648
0.124288,0.121472,0.14451199999999995
0.178176,0.149248,0.184192
0.13408,0.1452159999999999,0.173536
0.221568,0.142656,0.1907839999999999
0.15488,0.140544,0.196608
0.168896,0.14976,0.14816
0.1287039999999999,0.121472,0.14694400000000002
0.1529599999999999,0.142976,0.178112
0.14912,0.1488,0.1466879999999999
0.161152,0.13472,0.140256
0.125056,0.1372799999999999,0.1943679999999999
0.17158400000000001,0.151232,0.1843199999999999
0.16416,0.12832,0.164736
0.1568,0.1139839999999999,0.1435519999999999
0.1616,0.129984,0.1368319999999999
0.160832,0.145536,0.153408
0.157184,0.142592,0.15328
0.153408,0.1529599999999999,0.163904
0.221568,0.126848,0.1719679999999999
0.169536,0.126464,0.1884799999999999
0.1882879999999999,0.1575679999999999,0.160768
0.2104319999999999,0.1333119999999999,0.13007999999999995
0.138368,0.17664,0.15967999999999993
0.1953919999999999,0.133632,0.155744
0.142848,0.129408,0.1803519999999999
0.1422719999999999,0.14144,0.1686399999999999
0.1665279999999999,0.1166079999999999,0.154688
0.146816,0.123776,0.1782399999999999
0.209088,0.12832,0.1648
0.155392,0.148864,0.16806399999999994
0.1167359999999999,0.130112,0.168896
0.150784,0.122112,0.174848
0.160832,0.1131519999999999,0.148768
0.151744,0.1610879999999999,0.1135999999999999
0.1223679999999999,0.1093119999999999,0.130432
0.1604479999999999,0.142976,0.136704
0.166208,0.1249919999999999,0.150528
0.165184,0.1941119999999999,0.1610879999999999
0.19904,0.12608,0.160128
0.1585919999999999,0.1655039999999999,0.1531519999999999
0.204736,0.181504,0.157376
0.1225599999999999,0.144128,0.16448
0.1884799999999999,0.13152,0.1667199999999999
0.1780479999999999,0.12192,0.11648
0.172928,0.113664,0.1686399999999999
0.1696,0.130048,0.1678079999999999
0.14496,0.195968,0.1290879999999999
0.167296,0.12672,0.159744
0.16352,0.1190079999999999,0.143808
0.17433599999999994,0.14944,0.217088
0.148608,0.1966719999999999,0.174144
0.14368,0.1278719999999999,0.168768
0.170816,0.165632,0.145152
0.1287039999999999,0.1278719999999999,0.162432
0.1504,0.143168,0.1646719999999999
0.120512,0.1109759999999999,0.170368
0.210816,0.161344,0.16832
0.2047999999999999,0.155904,0.1941119999999999
0.154304,0.1265919999999999,0.140928
0.151744,0.11647999999999994,0.14172799999999997
0.185024,0.1458559999999999,0.1445759999999999
0.1214079999999999,0.13792,0.176512
0.146208,0.148416,0.177728
0.167104,0.182528,0.1631999999999999
0.21888,0.136576,0.2112
0.197888,0.125184,0.180224
0.1504,0.142592,0.140544
0.1571199999999999,0.113664,0.171712
0.176896,0.130688,0.136384
0.14304,0.125632,0.161664
0.1539839999999999,0.115648,0.16032
0.17615999999999993,0.1504,0.16444799999999998
0.169984,0.1727999999999999,0.15427199999999996
0.212032,0.158336,0.148928
0.131904,0.129664,0.159936
0.171232,0.164608,0.161024
0.12121599999999991,0.1152,0.152224
0.167424,0.136704,0.160512
0.15583999999999998,0.144064,0.160192
0.175808,0.1168,0.17456
0.167232,0.1358079999999999,0.1546239999999999
0.1616,0.1504,0.163008
0.1376639999999999,0.16416,0.139648
0.1504,0.117504,0.1531519999999999
0.1943679999999999,0.149568,0.13792
0.132544,0.121664,0.168768
0.153408,0.123904,0.159168
0.149504,0.127808,0.1648
0.1429119999999999,0.13696,0.1479039999999999
0.13888,0.10528,0.147968
0.120512,0.14304,0.1690239999999999
0.174016,0.14284799999999995,0.157248
0.151744,0.1168,0.13331199999999993
0.146304,0.118016,0.1675519999999999
0.21888,0.16096,0.2112
0.1757439999999999,0.134848,0.125024
0.143712,0.1364479999999999,0.2069119999999999
0.1772159999999999,0.19104,0.138688
0.185024,0.2137599999999999,0.163648
0.124928,0.111744,0.16096
0.19008,0.1167359999999999,0.195648
0.124416,0.125824,0.156352
0.19552,0.12672,0.187776
0.1470719999999999,0.113728,0.123072
0.174976,0.144064,0.140544
0.149696,0.1358079999999999,0.173184
0.183552,0.16096,0.193344
0.193408,0.133568,0.138048
0.143296,0.1313919999999999,0.14112
0.1472,0.107392,0.151808
0.165184,0.1341439999999999,0.150784
0.181248,0.158272,0.1407999999999999
0.13408,0.118016,0.1797119999999999
0.1706879999999999,0.143168,0.15935999999999995
0.170816,0.142656,0.1617279999999999
0.17312,0.1424,0.171072
0.19059199999999998,0.135744,0.162432
0.224768,0.12544,0.1479039999999999
0.1575679999999999,0.13289599999999996,0.158464
0.124288,0.120128,0.13216
0.171904,0.113376,0.17817599999999995
0.1727999999999999,0.1569279999999999,0.177728
0.142624,0.14112,0.1581439999999999
0.171904,0.14112,0.153472
0.1437439999999999,0.1177599999999999,0.123968
0.1397759999999999,0.156224,0.180416
0.14816,0.14944,0.15635199999999994
0.121088,0.1257599999999999,0.191776
0.1615359999999999,0.153216,0.17359999999999995
0.1529599999999999,0.1880959999999999,0.16544
0.145088,0.147776,0.157248
0.17664,0.126976,0.14464
0.138752,0.1257599999999999,0.16544
0.1671679999999999,0.15190399999999998,0.144128
0.150304,0.145344,0.153216
0.1313919999999999,0.125504,0.155136
0.167296,0.135616,0.140096
0.200512,0.1955839999999999,0.1914239999999999
0.15808,0.1318399999999999,0.138048
0.176256,0.1257599999999999,0.2131839999999999
0.2160639999999999,0.111744,0.16921599999999998
0.1799039999999999,0.13363199999999995,0.137984
0.17056,0.174336,0.1569279999999999
0.2198399999999999,0.1333119999999999,0.1568
0.169216,0.14592,0.1192319999999999
0.104768,0.135104,0.174208
0.144128,0.134912,0.14496
0.157184,0.164608,0.144448
0.144128,0.151168,0.1757439999999999
0.14985599999999993,0.161024,0.202176
0.166144,0.12832,0.135744
0.150336,0.128128,0.15615999999999997
0.132288,0.17664,0.181888
0.181888,0.144128,0.177152
0.1504,0.115648,0.12803199999999995
0.174016,0.129216,0.16224
0.2280319999999999,0.1305599999999999,0.19078399999999995
0.17392,0.14921600000000002,0.1633919999999999
0.1529599999999999,0.1249919999999999,0.166272
0.204736,0.174976,0.151168
0.178304,0.167744,0.187776
0.137856,0.15721599999999997,0.15455999999999998
0.13888,0.17631999999999995,0.1698559999999999
0.198592,0.1556479999999999,0.154688
0.1575679999999999,0.1318399999999999,0.127808
0.12768,0.140928,0.132608
0.164608,0.131904,0.18031999999999998
0.18028799999999995,0.126784,0.177856
0.1849599999999999,0.131904,0.157504
0.201984,0.1305599999999999,0.180032
0.2094079999999999,0.134016,0.16096
0.17228799999999989,0.16096,0.149536
0.167424,0.1456,0.136576
0.174016,0.184576,0.172864
0.135232,0.135552,0.187776
0.210752,0.134016,0.152832
0.14656,0.121664,0.1717759999999999
0.15321599999999996,0.118464,0.188736
0.161984,0.1458559999999999,0.136576
0.1568,0.139712,0.1711359999999999
0.1353599999999999,0.118464,0.1690239999999999
0.160832,0.12832,0.1678079999999999
0.1734399999999999,0.10659199999999994,0.13670399999999994
0.164928,0.14848,0.140736
0.1529599999999999,0.1123199999999999,0.141056
0.14387199999999994,0.122112,0.168384
0.152896,0.129152,0.1384959999999999
0.171904,0.124096,0.15552
0.20889599999999992,0.13024,0.139904
0.126976,0.147456,0.163648
0.17110399999999995,0.134464,0.158912
0.1210239999999999,0.108096,0.16118399999999988
0.1585919999999999,0.13792,0.186432
0.181248,0.1514879999999999,0.158848
0.1734399999999999,0.135936,0.160512
0.217408,0.127616,0.1531519999999999
0.127744,0.1581439999999999,0.184256
0.13888,0.144128,0.1797119999999999
0.160832,0.139328,0.15744
0.137856,0.149568,0.157248
0.138752,0.1529599999999999,0.160192
0.17152,0.106816,0.160832
0.149568,0.158848,0.121984
0.132096,0.138176,0.149568
0.15072,0.121984,0.15478399999999995
0.15488,0.125824,0.149312
0.162816,0.14931199999999994,0.2183679999999999
0.177792,0.1458559999999999,0.126528
0.178176,0.149504,0.17366399999999993
0.1376,0.13376,0.144064
0.203584,0.161216,0.1631999999999999
0.183552,0.12975999999999993,0.1711359999999999
0.1245439999999999,0.1581439999999999,0.18918399999999996
0.165568,0.13408,0.1435519999999999
0.161984,0.109056,0.164096
0.16544,0.133632,0.15833599999999995
0.157184,0.132544,0.159296
0.2480639999999999,0.1447679999999999,0.135296
0.1422719999999999,0.120448,0.16313599999999995
0.153536,0.1152,0.134464
0.16352,0.1245439999999999,0.16592
0.138368,0.145664,0.1782399999999999
0.152896,0.117504,0.13782399999999995
0.168896,0.123136,0.1623679999999999
0.1429119999999999,0.12291199999999995,0.151808
0.138176,0.098368,0.144128
0.170816,0.1439359999999999,0.1318399999999999
0.204736,0.139648,0.15744
0.204736,0.123136,0.20672
0.164736,0.162496,0.159328
0.106752,0.17664,0.16092800000000002
0.166144,0.138176,0.17977599999999994
0.1479039999999999,0.1581439999999999,0.181504
0.151744,0.139648,0.13472
0.177344,0.170752,0.1941119999999999
0.1529599999999999,0.113664,0.152896
0.13408,0.15328,0.160512
0.1692799999999999,0.1966719999999999,0.165568
0.165184,0.142976,0.144064
0.16544,0.141888,0.152832
0.13888,0.183936,0.14598399999999995
0.174016,0.126464,0.1447679999999999
0.152064,0.1305599999999999,0.1893119999999999
0.128064,0.131328,0.175168
0.157824,0.123904,0.1727999999999999
0.1786879999999999,0.1132799999999999,0.147264
0.15072,0.122624,0.13632
0.194816,0.144128,0.224192
0.2081279999999999,0.1241599999999999,0.1719679999999999
0.22291199999999994,0.145152,0.18752
0.167424,0.126848,0.14812799999999998
0.13504,0.1257599999999999,0.211584
0.17056,0.12608,0.1625599999999999
0.1604479999999999,0.1569279999999999,0.1729919999999999
0.2079359999999999,0.1241599999999999,0.162496
0.215616,0.139648,0.172864
0.192576,0.128512,0.13632
0.1671679999999999,0.15136,0.164544
0.1479039999999999,0.12672,0.1571199999999999
0.194816,0.1121279999999999,0.1470719999999999
0.167296,0.1177599999999999,0.14294399999999996
0.1504,0.164992,0.1544319999999999
0.225984,0.1631999999999999,0.173184
0.127744,0.11488,0.122432
0.191168,0.130624,0.150976
0.1849599999999999,0.127552,0.15273599999999998
0.152448,0.111744,0.12032
0.164928,0.1241599999999999,0.164608
0.12492799999999996,0.108096,0.152704
0.1167359999999999,0.12431999999999994,0.10912
0.13478399999999996,0.134912,0.173184
0.195264,0.169408,0.19503999999999994
0.2094079999999999,0.1616,0.157792
0.136384,0.1305599999999999,0.179328
0.1706879999999999,0.167104,0.158848
0.164736,0.158976,0.1607039999999999
0.1633919999999999,0.114368,0.173376
0.1529599999999999,0.142016,0.163072
0.2079359999999999,0.124736,0.149984
0.160352,0.148928,0.14944
0.21696,0.13568,0.199936
0.156544,0.132416,0.158976
0.1529599999999999,0.1333119999999999,0.151552
0.19091199999999992,0.11616,0.159872
0.17532799999999998,0.14112,0.148032
0.163008,0.126336,0.164096
0.182464,0.13408,0.131264
0.174784,0.156352,0.126848
0.1129599999999999,0.169408,0.15526399999999996
0.167232,0.142656,0.1531519999999999
0.12054399999999996,0.1070079999999999,0.16399999999999998
0.146304,0.124096,0.1265919999999999
0.174208,0.124736,0.1452159999999999
0.131904,0.131488,0.170816
0.1633919999999999,0.1876479999999999,0.16006399999999998
0.181888,0.129984,0.1368319999999999
0.15081599999999995,0.1238399999999999,0.1744639999999999
0.1849599999999999,0.14336,0.162624
0.129024,0.1344,0.177984
0.153408,0.1656959999999999,0.181504
0.167424,0.167232,0.138048
0.146816,0.117504,0.14435199999999995
0.200512,0.126208,0.1175679999999999
0.154304,0.126848,0.134656
0.16352,0.136704,0.167872
0.1984,0.110528,0.162944
0.127936,0.158016,0.154944
0.1556479999999999,0.1255679999999999,0.126976
0.1328,0.161216,0.17791999999999997
0.194816,0.130048,0.173184
0.1500159999999999,0.15936,0.130624
0.114496,0.1121279999999999,0.13248
0.14848,0.133568,0.139072
0.154752,0.125504,0.15129599999999999
0.174016,0.127616,0.14185599999999998
0.1288959999999999,0.11990399999999996,0.14656
0.208832,0.147648,0.1600639999999999
0.15456,0.117056,0.1696639999999999
0.165184,0.14976,0.151104
0.1328,0.17664,0.18752
0.12083199999999995,0.130048,0.161024
0.13952,0.166016,0.171648
0.1617279999999999,0.147328,0.173376
0.195072,0.113664,0.14944
0.180224,0.125184,0.132096
0.165184,0.130176,0.183616
0.18396799999999996,0.127552,0.15478399999999995
0.146304,0.145472,0.1692799999999999
0.20224,0.1616,0.180416
0.1376,0.1341439999999999,0.1686399999999999
0.17664,0.1343359999999999,0.153856
0.13408,0.1336959999999999,0.160128
0.124288,0.1537919999999999,0.1686399999999999
0.14534399999999995,0.123648,0.1797119999999999
0.168384,0.1504,0.150336
0.167104,0.135616,0.1654719999999999
0.180992,0.15264,0.1619199999999999
0.177792,0.148864,0.179136
0.142336,0.130176,0.1568
0.16566399999999995,0.130048,0.1483519999999999
0.1953919999999999,0.13616,0.169792
0.203584,0.123136,0.178752
0.1479039999999999,0.129024,0.179136
0.14848,0.131904,0.166912
0.129408,0.12870399999999999,0.172224
0.142592,0.130048,0.1610879999999999
0.167296,0.112064,0.181056
0.144128,0.1141119999999999,0.1882879999999999
0.13513599999999998,0.142144,0.124288
0.255168,0.13568,0.165312
0.167424,0.126464,0.1556479999999999
0.130688,0.143168,0.1701119999999999
0.160832,0.126144,0.15808
0.1602559999999999,0.134784,0.154368
0.152064,0.11488,0.137536
0.174784,0.135552,0.155968
0.1313919999999999,0.13888,0.136768
0.142784,0.15264,0.191872
0.1711359999999999,0.1489919999999999,0.162176
0.11999999999999994,0.126336,0.152384
0.1571199999999999,0.12704,0.1675519999999999
0.19168,0.1333119999999999,0.208864
0.123904,0.1168,0.126656
0.154752,0.1341439999999999,0.16883199999999995
0.153216,0.1137919999999999,0.198208
0.154752,0.159744,0.149152
0.172736,0.153888,0.1322239999999999
0.176512,0.141376,0.178816
0.149568,0.121984,0.1723839999999999
0.185024,0.12275199999999994,0.16732799999999995
0.178176,0.1177599999999999,0.150176
0.185024,0.1333119999999999,0.1568
0.17184,0.15936,0.13068799999999994
0.1318399999999999,0.169408,0.17119999999999996
0.1878399999999999,0.147648,0.228544
0.17536,0.15328,0.181504
