0.000000000000000000e+00,8.999999999999999593e-07,1.049999999999999942e-05,3.719999999999999620e-05,2.972999999999999487e-05,1.144799999999999881e-04,5.198999999999999520e-05,3.117000000000000142e-05,2.324999999999999932e-05,7.799999999999999435e-07
0.000000000000000000e+00,1.646999999999999918e-04,1.921500000000000031e-03,6.807599999999999589e-03,5.440589999999999489e-03,2.094983999999999735e-02,9.514170000000000613e-03,5.704110000000000083e-03,4.254749999999999852e-03,1.427399999999999784e-04
0.000000000000000000e+00,7.500000000000000156e-04,8.750000000000000833e-03,3.099999999999999978e-02,2.477499999999999841e-02,9.539999999999999869e-02,4.332500000000000240e-02,2.597500000000000156e-02,1.937499999999999986e-02,6.499999999999999702e-04
0.000000000000000000e+00,1.064100000000000115e-03,1.241450000000000192e-02,4.398280000000000245e-02,3.515076999999999785e-02,1.353535200000000049e-01,6.146951000000000498e-02,3.685333000000000359e-02,2.748924999999999980e-02,9.222199999999999625e-04
0.000000000000000000e+00,8.108999999999999238e-04,9.460500000000000159e-03,3.351719999999999700e-02,2.678672999999999818e-02,1.031464799999999987e-01,4.684299000000000102e-02,2.808416999999999858e-02,2.094824999999999812e-02,7.027799999999999629e-04
0.000000000000000000e+00,2.045999999999999859e-04,2.387000000000000233e-03,8.456799999999998693e-03,6.758619999999999038e-03,2.602511999999999881e-02,1.181905999999999929e-02,7.085980000000000403e-03,5.285499999999999400e-03,1.773199999999999896e-04
0.000000000000000000e+00,4.800000000000000630e-06,5.600000000000000594e-05,1.983999999999999978e-04,1.585599999999999998e-04,6.105600000000000090e-04,2.772800000000000286e-04,1.662400000000000076e-04,1.240000000000000054e-04,4.159999999999999981e-06
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
