0.000000000000000000e+00,0.000000000000000000e+00,2.379999999999999659e-06,2.451399999999999738e-04,3.685599999999999814e-04,5.745999999999999806e-04,1.071679999999999768e-03,6.718399999999999372e-04,4.535599999999999333e-04,1.223999999999999970e-05
0.000000000000000000e+00,0.000000000000000000e+00,9.582999999999999559e-05,9.870489999999999126e-03,1.483995999999999926e-02,2.313609999999999972e-02,4.315087999999999563e-02,2.705143999999999951e-02,1.826245999999999772e-02,4.928399999999999231e-04
0.000000000000000000e+00,0.000000000000000000e+00,6.040999999999999929e-05,6.222229999999999601e-03,9.354919999999999208e-03,1.458470000000000079e-02,2.720175999999999844e-02,1.705287999999999943e-02,1.151241999999999890e-02,3.106799999999999731e-04
0.000000000000000000e+00,0.000000000000000000e+00,2.770599999999999799e-04,2.853717999999999880e-02,4.290472000000000036e-02,6.689019999999999688e-02,1.247561599999999910e-01,7.821008000000000127e-02,5.279971999999999444e-02,1.424879999999999897e-03
0.000000000000000000e+00,0.000000000000000000e+00,1.443399999999999902e-04,1.486701999999999989e-02,2.235207999999999987e-02,3.484779999999999822e-02,6.499423999999999479e-02,4.074511999999999579e-02,2.750707999999999626e-02,7.423199999999999807e-04
0.000000000000000000e+00,0.000000000000000000e+00,5.936000000000000087e-05,6.114080000000000036e-03,9.192320000000000352e-03,1.433120000000000054e-02,2.672895999999999953e-02,1.675648000000000068e-02,1.131231999999999897e-02,3.052800000000000045e-04
0.000000000000000000e+00,0.000000000000000000e+00,5.662999999999999821e-05,5.832889999999999429e-03,8.769559999999999161e-03,1.367210000000000127e-02,2.549967999999999679e-02,1.598584000000000116e-02,1.079205999999999915e-02,2.912400000000000102e-04
0.000000000000000000e+00,0.000000000000000000e+00,3.919999999999999738e-06,4.037599999999999696e-04,6.070399999999999885e-04,9.464000000000000190e-04,1.765119999999999797e-03,1.106559999999999922e-03,7.470399999999999220e-04,2.016000000000000010e-05
0.000000000000000000e+00,0.000000000000000000e+00,7.000000000000000477e-08,7.210000000000000425e-06,1.083999999999999955e-05,1.690000000000000082e-05,3.151999999999999637e-05,1.976000000000000055e-05,1.333999999999999933e-05,3.599999999999999943e-07
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
