,Source,SS,DF,MS,F,p-unc,np2
0,Layer,31137.806030770607,2.0,15568.903015385304,587.952323202676,1.265255896028612e-190,0.4320153712799217
1,Genotype,2739.936687282643,1.0,2739.936687282643,103.4724244299113,1.4309830470326213e-23,0.06273061792207488
2,Layer * Genotype,27.806655572143757,2.0,13.903327786071879,0.525052655539776,0.5916296578460325,0.0006787791212931643
3,Residual,40937.88409691946,1546.0,26.479873283906507,,,
