MCC Cre +,MCC Cre +,MCC Cre +
Basal,Proximal,Distal
0.400064,0.18054399999999998,0.23328
0.08524799999999999,0.12415999999999999,0.270144
0.168704,0.14176,0.368832
0.177344,0.128192,0.203584
0.510464,0.162688,0.143424
0.10528,0.16735999999999998,0.146176
0.058559999999999994,0.041088,0.05728
0.49075199999999997,0.359232,0.131712
0.070912,0.322112,0.177984
0.07878399999999999,0.17971199999999998,0.079168
0.20396799999999998,0.24678399999999998,0.11955199999999999
0.071744,0.271872,0.12723199999999998
0.08358399999999999,0.078272,0.399232
0.10502399999999999,0.09580799999999999,0.234368
0.418048,0.06707199999999999,0.19488
0.115008,0.14304,0.332032
0.298432,0.18323199999999998,0.043775999999999995
0.319936,0.078272,0.083456
0.447424,0.1056,0.08819199999999999
0.188608,0.11628799999999999,0.14540799999999998
0.182528,0.07904,0.11558399999999999
0.19232,0.49862399999999996,0.025216
0.096832,0.306048,0.347776
0.22675199999999998,0.07929599999999999,0.070592
0.065472,0.11443199999999999,0.06924799999999999
0.031552,0.112384,0.241664
0.06432,0.10976,0.276928
0.26195199999999996,0.16339199999999998,0.184576
0.061183999999999995,0.130496,0.141696
0.062015999999999995,0.270912,0.14060799999999998
0.051455999999999995,0.09088,0.10438399999999999
0.034176,0.13100799999999999,0.075712
0.186048,0.163008,0.15398399999999998
0.24134399999999998,0.067136,0.071616
0.13331199999999999,0.072128,0.15647999999999998
0.303936,0.09344,0.20313599999999998
0.07897599999999999,0.593344,0.147776
0.262656,0.141952,0.08224
0.178112,0.080384,0.102528
0.154752,0.199296,0.13472
0.38662399999999997,0.087488,0.078592
0.20147199999999998,0.078272,0.060224
0.028735999999999998,0.173696,0.06643199999999999
0.283008,0.18284799999999998,0.075584
0.186496,0.134016,0.219136
0.079168,0.18144,0.107392
0.056832,0.117824,0.071424
0.070016,0.16633599999999998,0.057215999999999996
0.53376,0.117824,0.04192
0.109056,0.130688,0.249792
0.260224,0.054655999999999996,0.010176
0.154112,0.37023999999999996,0.059008
0.10886399999999999,0.140672,0.141312
0.205312,0.142592,0.196096
0.08806399999999999,0.11859199999999999,0.35808
0.058047999999999995,0.044416,0.285568
0.061119999999999994,0.395904,0.107968
0.126912,0.15775999999999998,0.163968
0.136512,0.167872,0.057151999999999994
0.093056,0.091776,0.084288
0.477632,0.187776,0.10009599999999999
0.242752,0.10502399999999999,0.116864
0.166592,0.21145599999999998,0.59072
0.143296,0.12467199999999999,0.217024
0.19059199999999998,0.117952,0.052095999999999996
0.132608,0.157824,0.116992
0.158848,0.16927999999999999,0.32511999999999996
0.113536,0.176704,0.407744
0.123968,0.15008,0.234432
0.47231999999999996,0.02848,0.34431999999999996
0.086592,0.027327999999999998,0.19916799999999998
0.061695999999999994,0.327936,0.056063999999999996
0.123776,0.063168,0.053312
0.075072,0.093952,0.09132799999999999
0.071488,0.08127999999999999,0.306432
0.118464,0.088128,0.9580799999999999
0.09465599999999999,0.07814399999999999,0.35692799999999997
0.192128,0.115392,0.11724799999999999
0.084032,0.12595199999999998,0.196288
0.029311999999999998,0.061568,0.089408
0.29952,0.032383999999999996,0.316032
0.284736,0.094208,0.152064
0.110592,0.21273599999999998,0.125632
0.137088,0.064896,0.256832
0.23174399999999998,0.252864,0.10112
0.163648,0.160192,0.134848
0.047616,0.133184,0.06272
0.062144,0.143872,0.074368
0.141184,0.105344,0.052863999999999994
0.166656,0.27788799999999997,0.144704
0.072768,0.15129599999999999,0.437376
0.1488,0.056128,0.128192
0.028031999999999998,0.040256,0.19776
0.014336,0.0448,0.466752
0.087488,0.247552,0.16108799999999998
