MCC Cre -,MCC Cre -,MCC Cre -
Basal,Proximal,Distal
0.20928,0.386752,0.5232
0.102848,0.323264,0.098048
0.195072,0.1504,0.069504
0.456576,0.140672,0.206336
0.05728,0.267136,0.147648
0.36614399999999997,0.252992,0.225856
0.23827199999999998,0.22752,0.11097599999999999
0.958208,0.5024,0.151616
0.145088,0.29414399999999996,0.07302399999999999
0.140992,0.07763199999999999,0.09433599999999999
0.097216,0.14521599999999998,0.252608
0.104768,0.147328,0.21420799999999998
0.208256,0.117952,0.12102399999999999
0.260416,0.31264,0.13568
0.024128,0.188032,0.895872
0.480768,0.090432,0.289664
0.153408,0.10124799999999999,0.405952
0.5063679999999999,0.064512,0.114368
0.102976,0.274752,0.055296
0.192576,0.18553599999999998,0.043519999999999996
0.106752,0.239552,0.037503999999999996
0.11743999999999999,0.24908799999999998,0.079936
0.085504,0.181504,0.048192
0.152896,0.33222399999999996,0.40377599999999997
0.208064,0.147328,0.08953599999999999
0.559232,0.283136,0.671616
0.096256,0.34483199999999997,0.43616
0.058303999999999995,0.28454399999999996,0.052095999999999996
0.510464,0.081408,0.081408
0.561792,0.065984,0.08870399999999999
0.176896,0.229184,0.01984
0.5006079999999999,0.272704,0.118016
0.15072,0.058432,0.42688
0.20940799999999998,0.135616,0.176832
0.21043199999999998,0.25279999999999997,0.43904
0.49779199999999996,0.060224,0.265024
0.46022399999999997,0.261248,0.246336
0.08243199999999999,0.11839999999999999,0.365376
0.084032,0.096896,0.078912
0.1568,0.102016,0.38367999999999997
0.258688,0.228544,0.046272
0.225984,0.343616,0.050816
0.139264,0.028416,0.344704
0.347584,0.11827199999999999,0.163904
0.492608,0.116224,0.45088
0.181248,0.08556799999999999,0.132096
0.312512,0.158976,0.651264
0.03712,0.1168,0.044095999999999996
0.052672,0.08032,0.377664
0.467072,0.229312,0.150528
0.257152,0.141888,0.47264
0.254336,0.101632,0.072576
0.08723199999999999,0.087168,0.0464
0.058112,0.145152,0.09811199999999999
0.21606399999999998,0.120128,0.053503999999999996
0.09119999999999999,0.058879999999999995,0.135296
0.629952,0.0624,0.09267199999999999
0.069376,0.21542399999999998,0.062912
0.074752,0.110272,0.49868799999999996
0.22092799999999999,0.15136,0.10387199999999999
0.387264,0.260928,0.13849599999999998
0.30969599999999997,0.15904,0.057215999999999996
0.44716799999999995,0.32467199999999996,0.041471999999999995
0.25151999999999997,0.177472,0.103808
0.585216,0.407424,0.11008
0.18847999999999998,0.15692799999999998,0.271232
0.05248,0.14176,0.057151999999999994
0.038016,0.192768,0.39039999999999997
0.13952,0.135744,0.46176
0.174784,0.198016,0.09561599999999999
