MCC Cre -,MCC Cre -,MCC Cre -,MCC Cre +,MCC Cre +,MCC Cre +
Basal,Proximal,Distal,Basal,Proximal,Distal
3.3125,2.073906,1.784334,2.4855880000000004,3.4026419999999997,3.474004
3.1470439999999997,2.232736,2.39896,3.2375540000000003,2.5827240000000002,1.620048
4.19869,3.4951619999999997,2.267848,2.0836460000000003,2.285788,3.010074
2.066878,2.134392,5.562504,1.48425,2.927328,4.690774
2.0001320000000002,2.6787600000000005,2.27019,4.495294,1.2251379999999998,1.327764
2.112902,1.93302,2.422794,1.960334,4.012216,1.2411379999999999
1.266108,2.0883339999999997,2.542558,2.56753,2.231932,2.171446
2.164416,2.6584760000000003,2.400534,1.987646,9.024328,3.991058
2.71153,2.066476,2.302592,1.146308,1.2809359999999999,1.329338
1.05928,1.09051,4.231091999999999,1.903764,1.81399,1.240368
1.385906,1.730878,2.35096,1.8065920000000002,3.08147,10.356575999999999
1.435078,1.6692200000000001,1.745706,1.121338,3.3632440000000003,0.79471
1.955646,1.057338,1.849102,1.38748,2.6291860000000002,1.8873620000000002
1.519362,1.95019,1.2274800000000001,2.457102,4.247896,1.85225
1.410108,3.918926,2.993672,2.151162,1.993504,2.702156
0.961338,1.4639659999999999,1.869788,2.02199,1.704736,2.258074
1.984132,1.842878,2.762642,2.235446,1.622794,1.5689359999999999
1.3894220000000002,2.231932,3.806524,1.611078,1.5767360000000001,2.8878960000000005
1.85225,1.044084,2.820014,1.333622,1.1509939999999999,1.771848
1.3648520000000002,1.263396,1.38748,1.819848,1.438592,1.490108
1.6852200000000002,4.078122,1.559966,1.25245,2.588216,1.8885340000000002
1.296166,3.5899560000000004,2.02825,1.402308,3.7757300000000003,1.287966
2.654558,2.0723339999999997,3.06671,1.492048,1.33948,1.49322
2.0551619999999997,1.739848,1.795646,1.940818,1.53148,2.4215880000000003
1.517422,1.659078,1.574392,3.420582,3.005754,2.4340740000000003
1.809706,1.08154,6.970642,2.471564,1.976334,1.40348
1.91702,2.4844160000000004,1.738308,2.611244,3.374122,1.583764
2.733352,3.0127840000000004,2.4032440000000004,1.6485340000000002,2.4676460000000002,3.09553
1.36328,1.29928,1.56348,2.125788,2.158592,1.9127360000000002
1.528334,1.538108,3.00147,2.71153,1.976736,6.18346
2.923044,1.2251379999999998,1.453824,2.14999,3.6523820000000002,3.0912100000000002
1.951362,1.25245,2.57496,2.46922,1.6965340000000002,0.996852
2.67953,1.0608520000000001,2.234274,1.3621079999999999,1.655564,5.25553
2.264736,1.948618,1.285622,3.2984400000000003,1.87019,2.9027600000000002
0.77871,1.4058240000000002,3.466676,2.911328,1.5529359999999999,1.331682
3.961034,1.657138,1.258308,1.408936,1.6403340000000002,4.60649
1.2114800000000001,2.128132,2.233906,0.872368,0.910226,1.519764
3.855328,1.2594800000000002,4.542122,1.21851,1.209138,4.275612
1.447564,4.780548,1.9135039999999999,2.510558,4.97797,1.71019
1.546308,1.6216220000000001,2.6365819999999998,2.462926,1.824936,1.4885680000000001
3.414724,2.588216,1.946676,1.496736,2.202274,2.0247360000000003
2.470358,3.262156,1.7043679999999999,1.3324500000000001,2.280334,1.829622
1.1018240000000001,1.1088520000000002,1.233338,3.522406,2.6291860000000002,1.353138
2.583932,2.304132,4.142524000000001,3.244582,1.0862260000000001,2.3575880000000002
1.889304,1.158024,2.5175880000000004,2.480902,1.73245,2.313872
1.02651,0.9180240000000001,1.7304760000000001,1.1349939999999998,1.2540239999999998,3.8155300000000003
2.8543580000000004,3.37727,1.938476,2.8820740000000002,0.90554,2.649906
2.4067600000000002,1.1919659999999999,0.87354,1.8530200000000001,2.202274,1.6828779999999999
1.129138,1.344166,4.31069,1.3621079999999999,3.173956,1.169338
3.149754,1.86825,2.063362,2.00599,1.48425,1.917422
0.594912,3.400666,1.0780239999999999,0.980852,2.733386,3.371044
0.816568,1.735564,2.0516460000000003,1.303966,1.319966,1.8635640000000002
2.283848,2.3845340000000004,2.624132,2.6873620000000003,1.679362,2.499244
2.17496,2.1285,2.2463919999999997,2.3415880000000002,1.2547940000000002,2.121504
1.7531020000000002,1.37928,2.016936,2.661588,1.514676,2.515612
3.4007359999999998,1.40425,1.6887360000000002,2.821956,2.188216,1.670392
2.255328,2.483244,1.37148,1.74102,2.7712440000000003,2.4867600000000003
1.698108,0.830226,3.2520140000000004,2.55153,1.60251,1.5857059999999998
1.407764,5.084984,4.987412,1.028852,1.214994,1.542392
2.451244,1.261824,3.6032100000000002,1.8854220000000002,1.650108,4.265402
1.544736,0.90477,2.228416,3.2305580000000003,1.873338,1.972818
