MCC Cre -,MCC Cre -,MCC Cre -
Basal,Proximal,Distal
0.383104,0.11129599999999999,0.110592
0.162304,0.126848,0.48326399999999997
0.500992,0.348224,0.353728
0.091648,0.13183999999999998,0.539072
0.19008,0.23257599999999998,0.19008
0.164352,0.1808,0.23449599999999998
0.22297599999999998,0.154368,0.1792
0.169984,0.117696,0.07667199999999999
0.120512,0.032576,0.156608
0.353728,0.054655999999999996,0.16863999999999998
0.105472,0.077952,0.042432
0.073472,0.073728,0.28064
0.14784,0.106496,0.144896
0.21772799999999998,0.23263999999999999,0.096832
0.105344,0.058816,0.169152
0.058176,0.063424,0.158336
0.08755199999999999,0.069504,0.559808
0.2224,0.22636799999999999,0.087616
0.21900799999999998,0.081152,0.08076799999999999
0.149568,0.050432,0.40710399999999997
0.25792,0.089792,0.44102399999999997
0.219328,0.09017599999999999,0.198784
0.061248,0.080704,0.121088
0.322112,0.219712,0.123456
0.07878399999999999,0.070784,0.552704
0.297856,0.43513599999999997,0.39577599999999996
0.059264,0.10124799999999999,0.36319999999999997
0.092416,0.28064,0.7096319999999999
0.256,0.051519999999999996,0.175808
0.07296,0.086528,0.056768
0.138752,0.125504,0.065216
0.21567999999999998,0.28159999999999996,0.119616
0.1616,0.214464,0.22336
0.072064,0.227904,0.172928
0.23679999999999998,0.041152,0.06297599999999999
0.058879999999999995,0.103104,0.133632
0.16608,0.1424,0.8468479999999999
0.27936,0.09036799999999999,0.126464
0.060416,0.084672,0.080832
0.29542399999999996,0.534272,0.059199999999999996
0.128448,0.369536,0.04416
0.14374399999999998,0.270016,0.29312
0.101824,0.083648,0.033024
0.092032,0.23071999999999998,0.083328
0.283136,0.134656,0.118464
0.39699199999999996,0.152576,0.069504
0.18809599999999999,0.96704,0.08275199999999999
0.29836799999999997,0.09408,0.112576
0.137856,0.071808,0.07020799999999999
0.257664,0.251648,0.076928
0.083392,0.097984,0.13312
0.131136,0.21190399999999998,0.09894399999999999
0.37734399999999996,0.151232,0.398464
0.09862399999999999,0.1344,0.24639999999999998
0.056256,0.042112,0.10835199999999999
0.021887999999999998,0.108096,0.190656
0.037376,0.048319999999999995,0.169408
0.092096,0.109696,0.49785599999999997
0.44979199999999997,0.091648,0.31129599999999996
0.179648,0.07961599999999999,0.177088
0.11577599999999999,0.228736,0.2448
0.22688,0.09318399999999999,0.226432
0.17926399999999998,0.1504,0.079936
0.170176,0.597696,0.194432
0.29408,0.357952,0.2784
0.09446399999999999,0.508992,0.096896
0.168576,0.8240639999999999,0.043712
0.07168,0.251712,0.060224
0.05024,0.138624,0.082176
0.204416,0.035775999999999995,0.319616
0.48352,0.09631999999999999,0.029567999999999997
0.056895999999999995,0.068544,0.040063999999999995
0.13036799999999998,0.08544,0.319424
0.051264,0.185856,0.7852159999999999
0.084032,0.064512,0.11807999999999999
0.10323199999999999,0.128128,0.219264
0.178496,0.08556799999999999,0.11084799999999999
0.04704,0.045568,0.069824
0.06368,0.144128,0.126528
0.142464,0.17427199999999998,0.66464
0.20224,0.115904,0.274368
0.31104,0.147136,0.175168
0.197184,0.134784,0.211648
0.15711999999999998,0.029311999999999998,0.38048
0.207552,0.10835199999999999,0.160512
0.61152,0.187584,0.228672
0.092224,0.089792,0.133376
0.643072,0.064,0.205056
0.059904,0.258944,0.06393599999999999
0.111232,0.07135999999999999,0.20691199999999998
0.6231679999999999,0.17427199999999998,0.142784
0.151744,0.055999999999999994,0.114048
0.068544,0.154496,0.151616
0.296832,0.1152,0.45260799999999995
0.25446399999999997,0.38662399999999997,0.050623999999999995
0.44684799999999997,0.26144,0.08639999999999999
0.106816,0.07488,0.08416
0.071168,0.23532799999999998,0.067648
0.049727999999999994,0.081024,0.104256
0.340928,0.219584,0.401408
0.164928,0.079168,0.091456
0.286848,0.12467199999999999,0.105408
